title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
"In 2024, AI Will Boost Big Cloud Players — But Threaten Them, Too - Forbes",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZm9ycmVzdGVyLzIwMjMvMTEvMDgvaW4tMjAyNC1haS13aWxsLWJvb3N0LWJpZy1jbG91ZC1wbGF5ZXJzLS0tYnV0LXRocmVhdGVuLXRoZW0tdG9vL9IBdmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvZm9ycmVzdGVyLzIwMjMvMTEvMDgvaW4tMjAyNC1haS13aWxsLWJvb3N0LWJpZy1jbG91ZC1wbGF5ZXJzLS0tYnV0LXRocmVhdGVuLXRoZW0tdG9vL2FtcC8?oc=5,2023-11-08,Forbes,US,en,in  ai will boost big cloud players  but threaten them too  forbes,60,15,Wednesday,11,2023,4,False,False,Magazine,https://www.forbes.com/sites/forrester/2023/11/08/in-2024-ai-will-boost-big-cloud-players---but-threaten-them-too/,www.forbes.com,www,7,com,114,"['Kevin Payne', 'Cassidy Horton']",0.0,0.1,-0.3716,negative,"Cloud providers may be the biggest of Big Tech, but they can still be rattled. The coming year will bring a raft of challenges to cloud providers and their customers as they grapple with the disruptive forces of AI. Customers are determined to take their fate into their own hands with the rise of financial operations."
"Propaganda, foreign interference, and generative AI | Brookings - Brookings Institution",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmJyb29raW5ncy5lZHUvYXJ0aWNsZXMvcHJvcGFnYW5kYS1mb3JlaWduLWludGVyZmVyZW5jZS1hbmQtZ2VuZXJhdGl2ZS1haS_SAQA?oc=5,2023-11-08,Brookings Institution,US,en,propaganda foreign interference and generative ai  brookings  brookings institution,77,11,Wednesday,11,2023,4,False,False,Academic Journal,https://www.brookings.edu/articles/propaganda-foreign-interference-and-generative-ai/,www.brookings.edu,www,3,edu,85,"['Darrell M. West', 'Elaine Kamarck', 'Nicol Turner Lee', 'Joseph B. Keller', 'Cameron F. Kerry', 'Aaron Klein', 'Anton Korinek', 'Mark Maccarthy', 'Mark Muro', 'Chinasa T. Okolo']",-0.1125,0.1125,-0.25,negative,"This campaign season, for the first time, widely available, low-cost generative AI tools will enable users to produce audio clips in another person’s voice, create realistic images of just about anyone, and deploy social media bots or robocalls with extraordinary conversational abilities. One risk lies at the intersection of these trends: that autocratic actors could use Generative AI to shape public opinion."
Innovative AI model uses YouTube vlogs to identify depression ... - News-Medical.Net,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3Lm5ld3MtbWVkaWNhbC5uZXQvbmV3cy8yMDIzMTEwOC9Jbm5vdmF0aXZlLUFJLW1vZGVsLXVzZXMtWW91VHViZS12bG9ncy10by1pZGVudGlmeS1kZXByZXNzaW9uLXNpZ25zLWVhcmx5LmFzcHjSAQA?oc=5,2023-11-08,News-Medical.Net,US,en,innovative ai model uses youtube vlogs to identify depression   newsmedicalnet,73,12,Wednesday,11,2023,4,False,False,News Outlet,https://www.news-medical.net/news/20231108/Innovative-AI-model-uses-YouTube-vlogs-to-identify-depression-signs-early.aspx,www.news-medical.net,www,3,net,121,[],0.5,1.0,-0.2023,negative,"Depression is a critical societal concern linked to suicide ideation, affecting over 264 million people globally, as per the World Health Organization ( WHO). Early detection is challenging; however, social media presents a significant data source for indicators. Despite its rich audiovisual cues, research has largely overlooked the insights video content can provide."
Cyber attackers and defenders are racing to up their AI game - CSO Online,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmNzb29ubGluZS5jb20vYXJ0aWNsZS8xMjMwNjQwL2N5YmVyLWF0dGFja2Vycy1hbmQtZGVmZW5kZXJzLWFyZS1yYWNpbmctdG8tdXAtdGhlaXItYWktZ2FtZS5odG1s0gFwaHR0cHM6Ly93d3cuY3Nvb25saW5lLmNvbS9hcnRpY2xlLzEyMzA2NDAvY3liZXItYXR0YWNrZXJzLWFuZC1kZWZlbmRlcnMtYXJlLXJhY2luZy10by11cC10aGVpci1haS1nYW1lLmh0bWwvYW1wLw?oc=5,2023-11-08,CSO Online,US,en,cyber attackers and defenders are racing to up their ai game  cso online,60,14,Wednesday,11,2023,4,False,False,Other,https://www.csoonline.com/article/1230640/cyber-attackers-and-defenders-are-racing-to-up-their-ai-game.html,www.csoonline.com,www,3,com,107,"['Contributing Writer', 'Cynthia Brumfield Is A Veteran Communications', 'Technology Analyst Who Is Currently Focused On Cybersecurity. She Runs A Cybersecurity News Destination Site', 'Metacurity.Com', 'Consults With Companies Through Her Firm Dct-Associates', 'Is The Author Of The Book Published Wiley', 'Cybersecurity Risk Management', 'Mastering The Fundamentals Using The Nist Cybersecurity Framework.', 'More This Author', 'Most Popular Authors']",-0.4,0.4,-0.5267,negative,Security company Axonius released today a survey on the state of IT and security teams. The survey found that three-quarters of those surveyed said their organizations are spending more on AI or machine learning compared to 12 months ago. Over four in five respondents said they were interested in applying AI in their organization’s IT andsecurity operations in the coming year.
"Japan govt. subsidy for AI, robots to offset labor shortage | NHK ... - NHK WORLD",https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vd3d3My5uaGsub3IuanAvbmhrd29ybGQvZW4vbmV3cy8yMDIzMTEwOV8xNC_SAQA?oc=5,2023-11-08,NHK WORLD,US,en,japan govt subsidy for ai robots to offset labor shortage  nhk   nhk world,66,16,Wednesday,11,2023,4,False,False,Other,https://www3.nhk.or.jp/nhkworld/en/news/20231109_14/,www3.nhk.or.jp,www3,5,jp,52,[],0.0,0.0,-0.25,negative,0
AI is about to face many more legal risks. Here’s how businesses can prepare - Fortune,https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8xMS8wOC9haS1wbGF5Ym9vay1sZWdhbGl0eS_SAThodHRwczovL2ZvcnR1bmUuY29tLzIwMjMvMTEvMDgvYWktcGxheWJvb2stbGVnYWxpdHkvYW1wLw?oc=5,2023-11-08,Fortune,US,en,ai is about to face many more legal risks heres how businesses can prepare  fortune,71,16,Wednesday,11,2023,4,False,False,News Outlet,https://fortune.com/2023/11/08/ai-playbook-legality/,fortune.com,fortune,5,com,52,[],0.3999999999999999,0.3999999999999999,-0.1494,negative,"Nearly four out of 10 U.S. employees say they are concerned that AI might take some, or all, of their job duties in the future. There are over 100 AI-related lawsuits working their way through the legal system. Sweeping federal legislation for AI is unlikely until after the 2024 presidential election."
How Unilever uses AI to cut petrochemicals out of laundry soap - GreenBiz,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmdyZWVuYml6LmNvbS9hcnRpY2xlL3NlY3JldC1pbmdyZWRpZW50LXNwZWVkaW5nLXVuaWxldmVycy1kZXZlbG9wbWVudC1jbGVhbmVyLWxhdW5kcnktZGV0ZXJnZW50LWFp0gEA?oc=5,2023-11-08,GreenBiz,US,en,how unilever uses ai to cut petrochemicals out of laundry soap  greenbiz,61,13,Wednesday,11,2023,4,False,False,Other,https://www.greenbiz.com/article/secret-ingredient-speeding-unilevers-development-cleaner-laundry-detergent-ai,www.greenbiz.com,www,2,com,110,[],0.0,0.0,-0.2732,negative,Unilever partners with Arzeda to identify renewable and biodegradable proteins. Enzymes are responsible for chemical reactions and are naturally derived. Unilever sees them as one potential ingredient to help decarbonize products such as OMO. The company has committed to net-zero carbon emissions for its products by 2039.
Baidu orders Huawei AI chips in latest tech war chess move - Dao Insights,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vZGFvaW5zaWdodHMuY29tL25ld3MvYmFpZHUtb3JkZXJzLWh1YXdlaS1haS1jaGlwcy1pbi1sYXRlc3QtdGVjaC13YXItY2hlc3MtbW92ZS_SAQA?oc=5,2023-11-08,Dao Insights,US,en,baidu orders huawei ai chips in latest tech war chess move  dao insights,60,14,Wednesday,11,2023,4,False,False,Other,https://daoinsights.com/news/baidu-orders-huawei-ai-chips-in-latest-tech-war-chess-move/,daoinsights.com,daoinsights,3,com,88,['Dao Team'],0.5,0.9,-0.5994,negative,"Chinese tech giant Baidu has placed an order for artificial intelligence chips with Huawei instead of its usual supplier Nvidia. This marks an important shift away from US-made advanced chips, which Chinese tech companies have historically depended upon. China imported 350 billion USD worth of semiconductors in 2020, more than the total value of its crude oil imports."
Forget ChatGPT — Extractive AI Is the Real Game-Changer for ... - The 74,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnRoZTc0bWlsbGlvbi5vcmcvYXJ0aWNsZS9mb3JnZXQtY2hhdGdwdC1leHRyYWN0aXZlLWFpLWlzLXRoZS1yZWFsLWdhbWUtY2hhbmdlci1mb3ItdGVhY2hlcnMtc3R1ZGVudHMv0gEA?oc=5,2023-11-08,The 74,US,en,forget chatgpt  extractive ai is the real gamechanger for   the ,59,14,Wednesday,11,2023,4,False,False,Other,https://www.the74million.org/article/forget-chatgpt-extractive-ai-is-the-real-game-changer-for-teachers-students/,www.the74million.org,www,3,org,113,['Jason Dougal'],0.4499999999999999,0.0,-0.2263,negative,"The way schools are organized, staff are deployed and time is allocated have a powerful impact on the way teachers do their work. The world’s top education systems, like Singapore and Finland, create opportunities for school staff to work together and learn from one another. Many schools are banning the use of AI, especially generative models."
Hollywood Actors Strike Ends With a Deal That Will Impact AI and ... - WIRED,https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9ob2xseXdvb2QtYWN0b3JzLXN0cmlrZS1lbmRzLWFpLXN0cmVhbWluZy_SAQA?oc=5,2023-11-08,WIRED,US,en,hollywood actors strike ends with a deal that will impact ai and   wired,62,15,Wednesday,11,2023,4,False,False,Press Release Service,https://www.wired.com/story/hollywood-actors-strike-ends-ai-streaming/,www.wired.com,www,3,com,70,"['Condé Nast', 'Angela Watercutter', 'Will Bedingfield', 'Reece Rogers', 'Chris Baraniuk', 'Carol Milberger', 'Nena Farrell', 'Alex Winter', 'Amanda Hoover', 'Jennifer M. Wood']",0.0,0.0,-0.128,negative,"The Screen Actors Guild-American Federation of Television and Radio Artists has reached a deal with the Alliance of Motion Picture and Television Producers. A committee from SAG, which represents thousands of film and television actors, approved the agreement Wednesday. The strike itself, which has featured pickets outside the offices of Netflix, Disney, Warner Bros. Discovery, and others, will end Thursday."
Bad Bunny not happy about AI track using his voice - BBC.com,https://news.google.com/rss/articles/CBMiKmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9uZXdzYmVhdC02NzM1NTI0NdIBLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9uZXdzYmVhdC02NzM1NTI0NS5hbXA?oc=5,2023-11-08,BBC.com,US,en,bad bunny not happy about ai track using his voice  bbccom,49,12,Wednesday,11,2023,4,False,False,Broadcast Media,https://www.bbc.com/news/newsbeat-67355245,www.bbc.com,www,2,com,42,[],-0.5499999999999999,0.8333333333333333,-0.7578,negative,summarize:    “I’ll be in touch with you soon.”  “What’s next?” you ask. “I want to know where you’re going.’ ““What do you want to do?’” “Tell me what you think.“” I’d like to hear from you. What do you think?�
Amazon's AI image generator: What advertisers need to know - Search Engine Land,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vc2VhcmNoZW5naW5lbGFuZC5jb20vYW1hem9uLWFpLWltYWdlLWdlbmVyYXRvci1hZHZlcnRpc2Vycy00MzQzMDLSAQA?oc=5,2023-11-08,Search Engine Land,US,en,amazons ai image generator what advertisers need to know  search engine land,67,13,Wednesday,11,2023,4,False,False,Other,https://searchengineland.com/amazon-ai-image-generator-advertisers-434302,searchengineland.com,searchengineland,1,com,73,['Evan Facinger'],0.0,0.0,-0.0258,negative,0
"War Is from Mars, AI Is from Venus: Rediscovering the Institutional ... - Texas National Security Review",https://news.google.com/rss/articles/CBMiemh0dHBzOi8vdG5zci5vcmcvMjAyMy8xMS93YXItaXMtZnJvbS1tYXJzLWFpLWlzLWZyb20tdmVudXMtcmVkaXNjb3ZlcmluZy10aGUtaW5zdGl0dXRpb25hbC1jb250ZXh0LW9mLW1pbGl0YXJ5LWF1dG9tYXRpb24v0gEA?oc=5,2023-11-08,Texas National Security Review,US,en,war is from mars ai is from venus rediscovering the institutional   texas national security review,88,17,Wednesday,11,2023,4,False,False,Academic Journal,https://tnsr.org/2023/11/war-is-from-mars-ai-is-from-venus-rediscovering-the-institutional-context-of-military-automation/,tnsr.org,tnsr,4,org,122,"['Jon R. Lindsay', 'Risa A. Brooks', 'Michael A. Robinson', 'Heidi Urben', 'Verónica Bäcker-Peral', 'Gene Park', 'Francis J. Gavin']",0.0,0.0,-0.3612,negative,0
1 Unstoppable Artificial Intelligence (AI) Stock Down 89% You'll ... - The Motley Fool,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzExLzA4LzEtYWktc3RvY2stZG93bi04OS15b3VsbC1yZWdyZXQtbm90LWJ1eWluZy1vbi1kaXAv0gEA?oc=5,2023-11-08,The Motley Fool,US,en, unstoppable artificial intelligence ai stock down  youll   the motley fool,73,14,Wednesday,11,2023,4,False,False,Blog,https://www.fool.com/investing/2023/11/08/1-ai-stock-down-89-youll-regret-not-buying-on-dip/,www.fool.com,www,6,com,92,['Anthony Di Pizio'],-0.0518518518518518,0.7296296296296297,-0.1531,negative,"Lemonade (LMND 6.15%) is an insurance provider with technology at its core. It relies on AI to run its entire business, from pricing premiums to interacting with customers. Lemonade stock is down by 89% from the all-time high it reached during the tech frenzy of 2021."
Can Artificial Intelligence Kill the iPhone? - The Messenger,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGhlbWVzc2VuZ2VyLmNvbS90ZWNoL2h1bWFuZS1haS1waW4tYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtaGFyZHdhcmUtYXBwbGUtc21hcnRwaG9uZS1pcGhvbmXSAQA?oc=5,2023-11-08,The Messenger,US,en,can artificial intelligence kill the iphone  the messenger,52,9,Wednesday,11,2023,4,False,False,News Outlet,https://themessenger.com/tech/humane-ai-pin-artificial-intelligence-hardware-apple-smartphone-iphone,themessenger.com,themessenger,2,com,100,[],-0.6,1.0,-0.3818,negative,0
Samsung Teases Its Own ChatGPT-Like AI for Galaxy Devices - CNET,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvbW9iaWxlL3NhbXN1bmctdGVhc2VzLWl0cy1vd24tY2hhdGdwdC1saWtlLWFpLWZvci1nYWxheHktZGV2aWNlcy_SAQA?oc=5,2023-11-08,CNET,US,en,samsung teases its own chatgptlike ai for galaxy devices  cnet,54,11,Wednesday,11,2023,4,False,False,News Outlet,https://www.cnet.com/tech/mobile/samsung-teases-its-own-chatgpt-like-ai-for-galaxy-devices/,www.cnet.com,www,4,com,91,"['David Lumb', 'David Lumb Is A Mobile Reporter Covering How On-The-Go Gadgets Like Phones', 'Tablets', 'Smartwatches Change Our Lives. Over The Last Decade', ""He'S Reviewed Phones For Techradar As Well As Covered Tech"", 'Gaming', 'Culture For Engadget', 'Popular Mechanics', 'Nbc Asian America', 'Increment']",0.6,1.0,-0.296,negative,"Galaxy AI will harness the company's just-announced Gauss AI model. Samsung didn't reveal much about Galaxy AI, including whether it would be using the Gauss model. Galaxy AI is billed as an ""AI experience"" using a hybrid of on-device and cloud-based AI."
What Is ChaosGPT? Can An AI Tool That Aims To Destroy Humanity ... - CCN.com,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LmNjbi5jb20vZWR1Y2F0aW9uL2NoYW9zZ3B0LWFpLXRvb2wtZGVzdHJveS1odW1hbml0eS_SAQA?oc=5,2023-11-07,CCN.com,US,en,what is chaosgpt can an ai tool that aims to destroy humanity   ccncom,62,15,Tuesday,11,2023,4,False,False,Other,https://www.ccn.com/education/chaosgpt-ai-tool-destroy-humanity/,www.ccn.com,www,3,com,64,[],-0.2,0.0,-0.5423,negative,0
Meta scrambles to stop political advertisers—and those in regulated industries— from using its generative AI tools - Fortune,https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTEvMDcvbWV0YS1nb29nbGUtcG9saXRpY2FsLWFkcy1nZW5lcmF0aXZlLWFpLWV1cm9wZS10YXJnZXRpbmcv0gFjaHR0cHM6Ly9mb3J0dW5lLmNvbS9ldXJvcGUvMjAyMy8xMS8wNy9tZXRhLWdvb2dsZS1wb2xpdGljYWwtYWRzLWdlbmVyYXRpdmUtYWktZXVyb3BlLXRhcmdldGluZy9hbXAv?oc=5,2023-11-07,Fortune,US,en,meta scrambles to stop political advertisersand those in regulated industries from using its generative ai tools  fortune,107,18,Tuesday,11,2023,4,False,False,News Outlet,https://fortune.com/europe/2023/11/07/meta-google-political-ads-generative-ai-europe-targeting/,fortune.com,fortune,6,com,95,[],0.0,0.1,-0.296,negative," Meta and Google will soon face stricter limits on their political advertising businesses in Europe. GM is pausing the development of its autonomous Cruise Origin van. Chinese authorities snatched Chen Shaojie, the CEO of Nasdaq-listed game-streamer Klarna."
Offensive and Defensive AI: Let's Chat(GPT) About It - The Hacker News,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vdGhlaGFja2VybmV3cy5jb20vMjAyMy8xMS9vZmZlbnNpdmUtYW5kLWRlZmVuc2l2ZS1haS1sZXRzLWNoYXRncHQuaHRtbNIBAA?oc=5,2023-11-07,The Hacker News,US,en,offensive and defensive ai lets chatgpt about it  the hacker news,59,12,Tuesday,11,2023,4,False,False,News Outlet,https://thehackernews.com/2023/11/offensive-and-defensive-ai-lets-chatgpt.html,thehackernews.com,thehackernews,3,com,78,"['Nov', 'The Hacker News']",0.0,0.0,-0.4404,negative,"ChatGPT can be used for data exfiltration, spreading misinformation, developing cyber attacks and writing phishing emails. On the flip side, it can help defenders who can use it for identifying vulnerabilities and learning about various defenses. Here are a number of ways professionals can improve their security expertise and capabilities."
