title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
"By Predicting and Preventing Homelessness, AI-based Predictive ... - OODA Loop",https://news.google.com/rss/articles/CBMiogFodHRwczovL3d3dy5vb2RhbG9vcC5jb20vYXJjaGl2ZS8yMDIzLzEwLzA1L2J5LXByZWRpY3RpbmctYW5kLXByZXZlbnRpbmctaG9tZWxlc3NuZXNzLWFpLWJhc2VkLXByZWRpY3RpdmUtYW5hbHl0aWNzLWFyZS1yZXN0b3JpbmctdHJ1c3QtaW4tc3lzdGVtcy1pbi1sb3MtYW5nZWxlcy_SAQA?oc=5,2023-10-05,OODA Loop,US,en,by predicting and preventing homelessness aibased predictive   ooda loop,68,11,Thursday,10,2023,4,False,False,Other,https://www.oodaloop.com/archive/2023/10/05/by-predicting-and-preventing-homelessness-ai-based-predictive-analytics-are-restoring-trust-in-systems-in-los-angeles/,www.oodaloop.com,www,6,com,162,['Daniel Pereira'],0.0,0.0,-0.0258,negative,0
"This Week In XR: Wearable AI That Can ‘See’ And ‘Talk,’ New Celeb Deep Fakes Denounced - Forbes",https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2NoYXJsaWVmaW5rLzIwMjMvMTAvMDUvdGhpcy13ZWVrLWluLXhyLXdlYXJhYmxlLWFpLXRoYXQtY2FuLXNlZS1hbmQtdGFsay1uZXctY2VsZWItZGVlcC1mYWtlcy1kZW5vdW5jZWQv0gGJAWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvY2hhcmxpZWZpbmsvMjAyMy8xMC8wNS90aGlzLXdlZWstaW4teHItd2VhcmFibGUtYWktdGhhdC1jYW4tc2VlLWFuZC10YWxrLW5ldy1jZWxlYi1kZWVwLWZha2VzLWRlbm91bmNlZC9hbXAv?oc=5,2023-10-05,Forbes,US,en,this week in xr wearable ai that can see and talk new celeb deep fakes denounced  forbes,78,18,Thursday,10,2023,4,False,False,Magazine,https://www.forbes.com/sites/charliefink/2023/10/05/this-week-in-xr-wearable-ai-that-can-see-and-talk-new-celeb-deep-fakes-denounced/,www.forbes.com,www,7,com,133,"['Charlie Fink', 'Kevin Payne', 'Cassidy Horton']",0.0681818181818181,0.4272727272727272,-0.4215,negative, AI is going to get intimate with
IBM Announces New AI-Powered Threat Detection and Response ... - IBM Newsroom,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vbmV3c3Jvb20uaWJtLmNvbS8yMDIzLTEwLTA1LUlCTS1Bbm5vdW5jZXMtTmV3LUFJLVBvd2VyZWQtVGhyZWF0LURldGVjdGlvbi1hbmQtUmVzcG9uc2UtU2VydmljZXPSAQA?oc=5,2023-10-05,IBM Newsroom,US,en,ibm announces new aipowered threat detection and response   ibm newsroom,66,12,Thursday,10,2023,4,False,False,News Outlet,https://newsroom.ibm.com/2023-10-05-IBM-Announces-New-AI-Powered-Threat-Detection-and-Response-Services,newsroom.ibm.com,newsroom,1,com,103,[],0.1363636363636363,0.4545454545454545,-0.5267,negative,IBM unveils next evolution of
Newsroom efforts to use AI to check bias and error face a host of ... - Axios,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzEwLzA1L25ld3Nyb29tcy1haS1mYWN0LWNoZWNraW5nLWJpYXMtbWVzc2VuZ2Vy0gEA?oc=5,2023-10-05,Axios,US,en,newsroom efforts to use ai to check bias and error face a host of   axios,61,17,Thursday,10,2023,4,False,False,Other,https://www.axios.com/2023/10/05/newsrooms-ai-fact-checking-bias-messenger,www.axios.com,www,4,com,74,[],0.0,0.0,-0.4767,negative,0
IBM Announces New AI-Powered Threat Detection and Response ... - Datanami,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmRhdGFuYW1pLmNvbS90aGlzLWp1c3QtaW4vaWJtLWFubm91bmNlcy1uZXctYWktcG93ZXJlZC10aHJlYXQtZGV0ZWN0aW9uLWFuZC1yZXNwb25zZS1zZXJ2aWNlcy_SAQA?oc=5,2023-10-05,Datanami,US,en,ibm announces new aipowered threat detection and response   datanami,63,11,Thursday,10,2023,4,False,False,News Outlet,https://www.datanami.com/this-just-in/ibm-announces-new-ai-powered-threat-detection-and-response-services/,www.datanami.com,www,3,com,106,[],0.1363636363636363,0.4545454545454545,-0.5267,negative,0
The advent of the AI iPhone: does new tech show promise or peril? - The Week,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vdGhld2Vlay5jb20vdGVjaC90aGUtYWR2ZW50LW9mLXRoZS1haS1pcGhvbmUtZG9lcy1uZXctdGVjaC1zaG93LXByb21pc2Utb3ItcGVyaWzSAQA?oc=5,2023-10-05,The Week,US,en,the advent of the ai iphone does new tech show promise or peril  the week,61,16,Thursday,10,2023,4,False,False,News Outlet,https://theweek.com/tech/the-advent-of-the-ai-iphone-does-new-tech-show-promise-or-peril,theweek.com,theweek,2,com,88,"['The Week Staff', 'Catherine Garcia', 'The Week Us', 'Rafi Schwartz', 'Joel Mathis', 'The Week Uk', 'Theara Coleman', 'Justin Klawans', 'Devika Rao', 'Elliott Goat']",0.1363636363636363,0.4545454545454545,-0.1027,negative,Apple design guru Jony Ive
Broken 'guardrails' for AI systems lead to push for new safety ... - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2YyM2U1OWEyLTRjYWQtNDNhNS1hZWQ5LTNhZWE2NDI2ZDBmMtIBAA?oc=5,2023-10-05,Financial Times,US,en,broken guardrails for ai systems lead to push for new safety   financial times,70,15,Thursday,10,2023,4,False,False,News Outlet,https://www.ft.com/content/f23e59a2-4cad-43a5-aed9-3aea6426d0f2,www.ft.com,www,2,com,63,[],-0.0878787878787878,0.2848484848484848,-0.0772,negative,Pay a year upfront and save 20
"AI scams use social media, digital data to target Oklahomans - KOKH FOX25",https://news.google.com/rss/articles/CBMi1wFodHRwczovL29rY2ZveC5jb20vbmV3cy9sb2NhbC9haS1zY2Ftcy11c2Utc29jaWFsLW1lZGlhLXBlcnNvbmFsLWRhdGEtdG8tdGFyZ2V0LW9rbGFob21hbnMtY2hyaXMtcG9ndWUtZXRoYW4tc2hhbmVyLWNvbnN1bWVyLXByb3RlY3Rpb24tY3liZXItY3JpbWUtbGF3bWFrZXJzLXN0aXR0LWV4cGxvaXQtcGVyc29uYWwtaWQtaGFja2Vycy1hcnRpZmljaWFsLWludGVsbGlnZW5jZdIB2wFodHRwczovL29rY2ZveC5jb20vYW1wL25ld3MvbG9jYWwvYWktc2NhbXMtdXNlLXNvY2lhbC1tZWRpYS1wZXJzb25hbC1kYXRhLXRvLXRhcmdldC1va2xhaG9tYW5zLWNocmlzLXBvZ3VlLWV0aGFuLXNoYW5lci1jb25zdW1lci1wcm90ZWN0aW9uLWN5YmVyLWNyaW1lLWxhd21ha2Vycy1zdGl0dC1leHBsb2l0LXBlcnNvbmFsLWlkLWhhY2tlcnMtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2U?oc=5,2023-10-05,KOKH FOX25,US,en,ai scams use social media digital data to target oklahomans  kokh fox,61,13,Thursday,10,2023,4,False,False,Other,https://okcfox.com/news/local/ai-scams-use-social-media-personal-data-to-target-oklahomans-chris-pogue-ethan-shaner-consumer-protection-cyber-crime-lawmakers-stitt-exploit-personal-id-hackers-artificial-intelligence,okcfox.com,okcfox,3,com,215,"['Jamison Keefover', 'Https', 'Www.Facebook.Com Foxokc']",0.0166666666666666,0.0333333333333333,-0.5859,negative,"As sharing, posting, and downloading"
"Even the Worst Version of Claude AI Is Better Than GPT 3.5, Researchers Say - Decrypt",https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZGVjcnlwdC5jby8yMDAzNDUvZXZlbi10aGUtd29yc3QtdmVyc2lvbi1vZi1jbGF1ZGUtYWktaXMtYmV0dGVyLXRoYW4tZ3B0LTMtNS1yZXNlYXJjaGVycy1zYXnSAWpodHRwczovL2RlY3J5cHQuY28vMjAwMzQ1L2V2ZW4tdGhlLXdvcnN0LXZlcnNpb24tb2YtY2xhdWRlLWFpLWlzLWJldHRlci10aGFuLWdwdC0zLTUtcmVzZWFyY2hlcnMtc2F5P2FtcD0x?oc=5,2023-10-05,Decrypt,US,en,even the worst version of claude ai is better than gpt  researchers say  decrypt,70,16,Thursday,10,2023,4,False,False,Other,https://decrypt.co/200345/even-the-worst-version-of-claude-ai-is-better-than-gpt-3-5-researchers-say,decrypt.co,decrypt,2,co,100,"['Decrypt', 'Jose Antonio Lanz']",-0.25,0.75,-0.296,negative,summarize: Even the Worst
How AI 'girlfriend' encouraged 'Star Wars' fanatic to try to kill Queen ... - Irish Independent,https://news.google.com/rss/articles/CBMinAFodHRwczovL3d3dy5pbmRlcGVuZGVudC5pZS93b3JsZC1uZXdzL2JyaXRhaW4vaG93LWFpLWdpcmxmcmllbmQtZW5jb3VyYWdlZC1zdGFyLXdhcnMtZmFuYXRpYy10by10cnktdG8ta2lsbC1xdWVlbi1lbGl6YWJldGgtd2l0aC1hLWNyb3NzYm93L2ExNDQzNTEzNDgyLmh0bWzSAQA?oc=5,2023-10-05,Irish Independent,US,en,how ai girlfriend encouraged star wars fanatic to try to kill queen   irish independent,80,16,Thursday,10,2023,4,False,False,Other,https://www.independent.ie/world-news/britain/how-ai-girlfriend-encouraged-star-wars-fanatic-to-try-to-kill-queen-elizabeth-with-a-crossbow/a1443513482.html,www.independent.ie,www,4,ie,156,['Lydia Patrick'],-0.0999999999999999,0.3083333333333333,-0.7783,negative,Jaswant Singh Chail (
"AI wearables are gaining popularity, but are they a violation of ... - Daily Hive",https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vZGFpbHloaXZlLmNvbS9jYW5hZGEvYWktd2VhcmFibGVzLXByaXZhY3nSAQA?oc=5,2023-10-05,Daily Hive,US,en,ai wearables are gaining popularity but are they a violation of   daily hive,67,15,Thursday,10,2023,4,False,False,News Outlet,https://dailyhive.com/canada/ai-wearables-privacy,dailyhive.com,dailyhive,2,com,49,['Lucas Arender'],0.0,0.0,-0.3291,negative,"Tech firms, startups, and entrepreneurs"
What You Should Know About AI and Knowledge Management in ... - No Jitter,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3Lm5vaml0dGVyLmNvbS9jb250YWN0LWNlbnRlci1jdXN0b21lci1leHBlcmllbmNlL3doYXQteW91LXNob3VsZC1rbm93LWFib3V0LWFpLWFuZC1rbm93bGVkZ2UtbWFuYWdlbWVudC1jb250YWN00gEA?oc=5,2023-10-05,No Jitter,US,en,what you should know about ai and knowledge management in   no jitter,60,14,Thursday,10,2023,4,False,False,Other,https://www.nojitter.com/contact-center-customer-experience/what-you-should-know-about-ai-and-knowledge-management-contact,www.nojitter.com,www,2,com,122,[],0.0,0.0,-0.296,negative,KM is a system that captures
"Men Are Cheating With AI Instagram Bots, Because Men - Rolling Stone",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJvbGxpbmdzdG9uZS5jb20vY3VsdHVyZS9jdWx0dXJlLW5ld3MvaW5zdGFncmFtLWFpLXNleC1ib3RzLXJlbGF0aW9uc2hpcHMtdGlrdG9rLTEyMzQ4Mzk0NDgv0gFsaHR0cHM6Ly93d3cucm9sbGluZ3N0b25lLmNvbS9jdWx0dXJlL2N1bHR1cmUtbmV3cy9pbnN0YWdyYW0tYWktc2V4LWJvdHMtcmVsYXRpb25zaGlwcy10aWt0b2stMTIzNDgzOTQ0OC9hbXAv?oc=5,2023-10-05,Rolling Stone,US,en,men are cheating with ai instagram bots because men  rolling stone,57,12,Thursday,10,2023,4,False,False,Other,https://www.rollingstone.com/culture/culture-news/instagram-ai-sex-bots-relationships-tiktok-1234839448/,www.rollingstone.com,www,4,com,104,['Ej Dickson'],0.0,0.0,-0.5574,negative,A 22-year-old marketing
Canva releases AI tools to automate boring design tasks - Quartz,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vcXouY29tL2NhbnZhLXJlbGVhc2VzLWFpLXRvb2xzLXRvLWF1dG9tYXRlLWJvcmluZy1kZXNpZ24tdGFza3MtMTg1MDkwNDYxMtIBAA?oc=5,2023-10-05,Quartz,US,en,canva releases ai tools to automate boring design tasks  quartz,54,11,Thursday,10,2023,4,False,False,Other,https://qz.com/canva-releases-ai-tools-to-automate-boring-design-tasks-1850904612,qz.com,qz,1,com,81,[],-1.0,1.0,-0.3182,negative,"Canva, a design software company"
"AI search chatbots output lies, nonsense and hallucinations - Boing Boing",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYm9pbmdib2luZy5uZXQvMjAyMy8xMC8wNS9haS1zZWFyY2gtY2hhdGJvdHMtb3V0cHV0LWxpZXMtbm9uc2Vuc2UtYW5kLWhhbGx1Y2luYXRpb25zLmh0bWzSAWVodHRwczovL2JvaW5nYm9pbmcubmV0LzIwMjMvMTAvMDUvYWktc2VhcmNoLWNoYXRib3RzLW91dHB1dC1saWVzLW5vbnNlbnNlLWFuZC1oYWxsdWNpbmF0aW9ucy5odG1sL2FtcA?oc=5,2023-10-05,Boing Boing,US,en,ai search chatbots output lies nonsense and hallucinations  boing boing,63,11,Thursday,10,2023,4,False,False,Other,https://boingboing.net/2023/10/05/ai-search-chatbots-output-lies-nonsense-and-hallucinations.html,boingboing.net,boingboing,4,net,97,['Rob Beschizza'],0.0,0.0,-0.6705,negative,0
Housing lawsuit alleges AI discrimination - WBEZ Chicago,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LndiZXoub3JnL3N0b3JpZXMvaG91c2luZy1sYXdzdWl0LWFsbGVnZXMtYWktZGlzY3JpbWluYXRpb24vMjI3ODM5YjctN2Y4YS00OTFmLWIzN2QtYzY5ZGY5NWQ0NzVm0gEA?oc=5,2023-10-05,WBEZ Chicago,US,en,housing lawsuit alleges ai discrimination  wbez chicago,49,8,Thursday,10,2023,4,False,False,Other,https://www.wbez.org/stories/housing-lawsuit-alleges-ai-discrimination/227839b7-7f8a-491f-b37d-c69df95d475f,www.wbez.org,www,3,org,107,[],0.0,0.0,-0.2263,negative,Open Communities says a management company used
UK man encouraged by an AI chatbot to kill Queen Elizabeth II is sentenced to 9 years in prison for trying to carry out the murder - Fortune,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTAvMDUvYWktY2hhdGJvdC1raWxsLXF1ZWVuLWVsaXphYmV0aC1paS1wcmlzb24tc2VudGVuY2Uv0gFdaHR0cHM6Ly9mb3J0dW5lLmNvbS9ldXJvcGUvMjAyMy8xMC8wNS9haS1jaGF0Ym90LWtpbGwtcXVlZW4tZWxpemFiZXRoLWlpLXByaXNvbi1zZW50ZW5jZS9hbXAv?oc=5,2023-10-05,Fortune,US,en,uk man encouraged by an ai chatbot to kill queen elizabeth ii is sentenced to  years in prison for trying to carry out the murder  fortune,113,28,Thursday,10,2023,4,False,False,News Outlet,https://fortune.com/europe/2023/10/05/ai-chatbot-kill-queen-elizabeth-ii-prison-sentence/,fortune.com,fortune,6,com,89,[],0.0,0.0,-0.9062,negative,Jaswant Singh Chail was
The U.S. Isn't Ready for AI-Fueled Disinformation—But China Is - TIME,https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vdGltZS5jb20vNjMyMDYzOC9haS1kaXNpbmZvcm1hdGlvbi1jaGluYS_SAQA?oc=5,2023-10-05,TIME,US,en,the us isnt ready for aifueled disinformationbut china is  time,59,11,Thursday,10,2023,4,False,False,Magazine,https://time.com/6320638/ai-disinformation-china/,time.com,time,3,com,49,[],0.2,0.5,-0.2755,negative,A Chinese researcher laid out his ideas
Man encouraged to kill Britain's late Queen Elizabeth by AI chatbot ... - Irish Independent,https://news.google.com/rss/articles/CBMilwFodHRwczovL3d3dy5pbmRlcGVuZGVudC5pZS93b3JsZC1uZXdzL2JyaXRhaW4vbWFuLWVuY291cmFnZWQtdG8ta2lsbC1icml0YWlucy1sYXRlLXF1ZWVuLWVsaXphYmV0aC1ieS1haS1jaGF0Ym90LWphaWxlZC1mb3ItbmluZS15ZWFycy9hMTczMDIwNDY3OS5odG1s0gEA?oc=5,2023-10-05,Irish Independent,US,en,man encouraged to kill britains late queen elizabeth by ai chatbot   irish independent,77,15,Thursday,10,2023,4,False,False,Other,https://www.independent.ie/world-news/britain/man-encouraged-to-kill-britains-late-queen-elizabeth-by-ai-chatbot-jailed-for-nine-years/a1730204679.html,www.independent.ie,www,4,ie,151,"['Emily Pennink', 'Joseph Draper', 'James Goode']",-0.0999999999999999,0.2416666666666666,-0.4939,negative,Star Wars fan Jaswant Singh Ch
Bad Idea AI ($BAD) Set for a Significant Entry into Lbank's Innovation Zone - Yahoo Finance,https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9iYWQtaWRlYS1haS1iYWQtc2V0LTE2MDAwMDcyNi5odG1s0gFJaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvYmFkLWlkZWEtYWktYmFkLXNldC0xNjAwMDA3MjYuaHRtbA?oc=5,2023-10-05,Yahoo Finance,US,en,bad idea ai bad set for a significant entry into lbanks innovation zone  yahoo finance,76,16,Thursday,10,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/bad-idea-ai-bad-set-160000726.html,finance.yahoo.com,finance,2,com,65,['Bad Idea Ai'],-0.3416666666666665,0.736111111111111,-0.5574,negative,0
Addressing the Challenges: AI-Powered Tools for Workplace Stress ... - CXOToday.com,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vY3hvdG9kYXkuY29tL3NwZWNpYWxzL2FkZHJlc3NpbmctdGhlLWNoYWxsZW5nZXMtYWktcG93ZXJlZC10b29scy1mb3Itd29ya3BsYWNlLXN0cmVzcy1yZWxpZWYv0gEA?oc=5,2023-10-05,CXOToday.com,US,en,addressing the challenges aipowered tools for workplace stress   cxotodaycom,73,11,Thursday,10,2023,4,False,False,Other,https://cxotoday.com/specials/addressing-the-challenges-ai-powered-tools-for-workplace-stress-relief/,cxotoday.com,cxotoday,3,com,101,['Cxotoday News Desk'],0.0,0.0,-0.3612,negative,0
How AI threatens to make traditional college degree 'obsolete': experts - New York Post,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vbnlwb3N0LmNvbS8yMDIzLzEwLzA1L2hvdy1haS10aHJlYXRlbnMtdG8tbWFrZS10cmFkaXRpb25hbC1jb2xsZWdlLWRlZ3JlZS1vYnNvbGV0ZS_SAV9odHRwczovL255cG9zdC5jb20vMjAyMy8xMC8wNS9ob3ctYWktdGhyZWF0ZW5zLXRvLW1ha2UtdHJhZGl0aW9uYWwtY29sbGVnZS1kZWdyZWUtb2Jzb2xldGUvYW1wLw?oc=5,2023-10-05,New York Post,US,en,how ai threatens to make traditional college degree obsolete experts  new york post,74,14,Thursday,10,2023,4,False,False,News Outlet,https://nypost.com/2023/10/05/how-ai-threatens-to-make-traditional-college-degree-obsolete/,nypost.com,nypost,5,com,91,[],0.0681818181818181,0.6022727272727273,-0.5859,negative,LinkedIn CEO: AI will make it
