title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
Investigation Finds AI Tool Does Not Improve Adoptions - VOA Learning English,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2EvaW52ZXN0aWdhdGlvbi1maW5kcy1haS10b29sLWRvZXMtbm90LWltcHJvdmUtYWRvcHRpb25zLzczNDY3NjAuaHRtbNIBa2h0dHBzOi8vbGVhcm5pbmdlbmdsaXNoLnZvYW5ld3MuY29tL2FtcC9pbnZlc3RpZ2F0aW9uLWZpbmRzLWFpLXRvb2wtZG9lcy1ub3QtaW1wcm92ZS1hZG9wdGlvbnMvNzM0Njc2MC5odG1s?oc=5,2023-11-12,VOA Learning English,US,en,investigation finds ai tool does not improve adoptions  voa learning english,66,12,Sunday,11,2023,4,True,False,Other,https://learningenglish.voanews.com/a/investigation-finds-ai-tool-does-not-improve-adoptions/7346760.html,learningenglish.voanews.com,learningenglish,3,com,105,[],-0.3412,negative,Thea Ramirez is a former social worker who now runs a non-profit organization called Adoption-Share. Ramirez partnered with a computer scientist and developed an artificial intelligence (AI) tool called Family-Match. The tool aims to help social service agencies find the best parents to adopt children in foster care.
Pro Call of Duty team brutally roasted after using AI to announce ... - Dexerto,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmRleGVydG8uY29tL2NhbGwtb2YtZHV0eS9wcm8tY2FsbC1vZi1kdXR5LXRlYW0tYnJ1dGFsbHktcm9hc3RlZC1hZnRlci11c2luZy1haS10by1hbm5vdW5jZS1uZXctcm9zdGVyLTIzODAzMTgv0gEA?oc=5,2023-11-12,Dexerto,US,en,pro call of duty team brutally roasted after using ai to announce   dexerto,65,15,Sunday,11,2023,4,True,False,Other,https://www.dexerto.com/call-of-duty/pro-call-of-duty-team-brutally-roasted-after-using-ai-to-announce-new-roster-2380318/,www.dexerto.com,www,3,com,122,[],-0.6124,negative,"A Call of Duty League team, Vegas Legion, has been roasted for using AI-generated art to announce their new roster. The team announced Attach, Nero, Standy, and Purj as the starting four. Despite comments praising the new roster, many criticized Legion’s use of AI."
Why Iron Man Really Named His AI JARVIS in MCU Continuity - Screen Rant,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vc2NyZWVucmFudC5jb20vd2h5LW1jdS1pcm9uLW1hbnMtYWktaXMtbmFtZWQtamFydmlzL9IBAA?oc=5,2023-11-12,Screen Rant,US,en,why iron man really named his ai jarvis in mcu continuity  screen rant,58,14,Sunday,11,2023,4,True,False,Other,"('', '', 0, '', 0, '')",,,0,,0,[],-0.34,negative,0
Biden And Xi To Pledge Ban On AI In Autonomous Weapons And ... - mitechnews.com,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vbWl0ZWNobmV3cy5jb20vYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UvYmlkZW4tYW5kLXhpLXRvLXBsZWRnZS1iYW4tb24tYWktaW4tYXV0b25vbW91cy13ZWFwb25zLWFuZC1udWNsZWFyLWNvbnRyb2wv0gEA?oc=5,2023-11-12,mitechnews.com,US,en,biden and xi to pledge ban on ai in autonomous weapons and   mitechnewscom,65,15,Sunday,11,2023,4,True,False,News Outlet,https://mitechnews.com/artificial-intelligence/biden-and-xi-to-pledge-ban-on-ai-in-autonomous-weapons-and-nuclear-control/,mitechnews.com,mitechnews,3,com,122,['Mike Brennan'],-0.7579,negative,0
Justine Bateman Criticizes SAG-AFTRA Deal Over AI: Actors Should Only Ratify If ‘They Don’t Want to Work Anymore’ - Yahoo Canada Sports,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vY2Euc3BvcnRzLnlhaG9vLmNvbS9uZXdzL2p1c3RpbmUtYmF0ZW1hbi1jcml0aWNpemVzLXNhZy1hZnRyYS0yMDMwMDA4NDIuaHRtbNIBXGh0dHBzOi8vY2Euc3BvcnRzLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvanVzdGluZS1iYXRlbWFuLWNyaXRpY2l6ZXMtc2FnLWFmdHJhLTIwMzAwMDg0Mi5odG1s?oc=5,2023-11-12,Yahoo Canada Sports,US,en,justine bateman criticizes sagaftra deal over ai actors should only ratify if they dont want to work anymore  yahoo canada sports,114,22,Sunday,11,2023,4,True,False,News Outlet,https://ca.sports.yahoo.com/news/justine-bateman-criticizes-sag-aftra-203000842.html,ca.sports.yahoo.com,ca,2,com,84,['Christian Zilko'],-0.3863,negative,SAG-AFTRA and the AMPTP reached a tentative deal to resolve the actors strike that brought Hollywood to a halt. Justine Bateman says the actual deal doesn't go far enough. Rep. Marjorie Taylor Greene interrupted President Joe Biden’s State of the Union speech.
Nvidia CEO Jensen Huang says his AI powerhouse is ‘always in peril’ despite a $1.1 trillion market cap: ‘We don’t have to pretend…we feel it’ - Fortune,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMy8xMS8xMS9udmlkaWEtY2VvLWplbnNlbi1odWFuZy1zYXlzLWhpcy1haS1wb3dlcmhvdXNlLWFsd2F5cy1pbi1wZXJpbC_SAWJodHRwczovL2ZvcnR1bmUuY29tLzIwMjMvMTEvMTEvbnZpZGlhLWNlby1qZW5zZW4taHVhbmctc2F5cy1oaXMtYWktcG93ZXJob3VzZS1hbHdheXMtaW4tcGVyaWwvYW1wLw?oc=5,2023-11-11,Fortune,US,en,nvidia ceo jensen huang says his ai powerhouse is always in peril despite a  trillion market cap we dont have to pretendwe feel it  fortune,125,27,Saturday,11,2023,4,True,True,News Outlet,https://fortune.com/2023/11/11/nvidia-ceo-jensen-huang-says-his-ai-powerhouse-always-in-peril/,fortune.com,fortune,5,com,94,[],-0.4019,negative,Nvidia CEO Jensen Huang says the company is always in peril. Huang spoke at the Harvard Business Review’s Future of Business event. The chipmaker has faced several existential threats in its 30-year history. Huang: “The company living somewhere between aspiration and desperation is a lot better than either [being] always optimistic or always pessimistic”
"Biden, Xi set to pledge ban on AI in autonomous weapons like drones, nuclear warhead control: sources - Yahoo Finance",https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9iaWRlbi14aS1zZXQtcGxlZGdlLWJhbi0wOTMwMDA1MzUuaHRtbNIBTWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL2JpZGVuLXhpLXNldC1wbGVkZ2UtYmFuLTA5MzAwMDUzNS5odG1s?oc=5,2023-11-11,Yahoo Finance,US,en,biden xi set to pledge ban on ai in autonomous weapons like drones nuclear warhead control sources  yahoo finance,98,20,Saturday,11,2023,4,True,True,News Outlet,https://finance.yahoo.com/news/biden-xi-set-pledge-ban-093000535.html,finance.yahoo.com,finance,2,com,69,['South China Morning Post'],-0.6124,negative,0
"The World Is Running Out of Data to Feed AI, Experts Warn - ScienceAlert",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vdGhlLXdvcmxkLWlzLXJ1bm5pbmctb3V0LW9mLWRhdGEtdG8tZmVlZC1haS1leHBlcnRzLXdhcm7SAQA?oc=5,2023-11-11,ScienceAlert,US,en,the world is running out of data to feed ai experts warn  sciencealert,59,14,Saturday,11,2023,4,True,True,Other,https://www.sciencealert.com/the-world-is-running-out-of-data-to-feed-ai-experts-warn,www.sciencealert.com,www,1,com,85,['The Conversation'],-0.1027,negative,"Researchers have warned the industry might be running out of training data. We need a lot of data to train powerful, accurate and high-quality AI algorithms. ChatGPT was trained on 570 gigabytes of text data, or about 300 billion words. If an algorithm is trained on an insufficient amount of data, it will produce inaccurate or low-quality outputs."
Rashmika video reveals how scary AI deepfakery can be - IndiaTimes,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vbS50aW1lc29maW5kaWEuY29tL2luZGlhL3Jhc2htaWthLXZpZGVvLXJldmVhbHMtaG93LXNjYXJ5LWFpLWRlZXBmYWtlcnktY2FuLWJlL2FydGljbGVzaG93LzEwNTE1MTUxMi5jbXPSAXRodHRwczovL20udGltZXNvZmluZGlhLmNvbS9pbmRpYS9yYXNobWlrYS12aWRlby1yZXZlYWxzLWhvdy1zY2FyeS1haS1kZWVwZmFrZXJ5LWNhbi1iZS9hbXBfYXJ0aWNsZXNob3cvMTA1MTUxNTEyLmNtcw?oc=5,2023-11-11,IndiaTimes,US,en,rashmika video reveals how scary ai deepfakery can be  indiatimes,56,11,Saturday,11,2023,4,True,True,News Outlet,https://timesofindia.indiatimes.com/india/rashmika-video-reveals-how-scary-ai-deepfakery-can-be/articleshow/105151512.cms?from=mdr,timesofindia.indiatimes.com,timesofindia,4,com,130,[],-0.4939,negative,"Not just celebrities like Rashmika Mandanna and Katrina Kaif, ex-girlfriends are targets too. The list of targets includes Akshay Kumar, Priyanka Chopra and Deepika Padukone. For more information on the list, visit 2024 Bennett, Coleman & Co. Ltd."
Foolish Exclusions: China And The Bletchley Declaration On AI - Countercurrents.org,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vY291bnRlcmN1cnJlbnRzLm9yZy8yMDIzLzExL2Zvb2xpc2gtZXhjbHVzaW9ucy1jaGluYS1hbmQtdGhlLWJsZXRjaGxleS1kZWNsYXJhdGlvbi1vbi1haS_SAQA?oc=5,2023-11-11,Countercurrents.org,US,en,foolish exclusions china and the bletchley declaration on ai  countercurrentsorg,73,11,Saturday,11,2023,4,True,True,Other,https://countercurrents.org/2023/11/foolish-exclusions-china-and-the-bletchley-declaration-on-ai/,countercurrents.org,countercurrents,4,org,97,[],-0.2732,negative,"China was not entirely barred from attending proceedings at UK Prime Minister Rishi Sunak’s widely advertised AI Safety Summit. The very fact that China has any role to play was enough to send Liz Truss, Britain's stupendously disastrous, short-lived former Prime Minister, into a state of spluttering agitation."
"Air force chiefs confront era of AI, technological disruption - Flightglobal",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmZsaWdodGdsb2JhbC5jb20vZGVmZW5jZS9haXItZm9yY2UtY2hpZWZzLWNvbmZyb250LWVyYS1vZi1haS10ZWNobm9sb2dpY2FsLWRpc3J1cHRpb24vMTU1NzkxLmFydGljbGXSAQA?oc=5,2023-11-11,Flightglobal,US,en,air force chiefs confront era of ai technological disruption  flightglobal,66,11,Saturday,11,2023,4,True,True,Other,https://www.flightglobal.com/defence/air-force-chiefs-confront-era-of-ai-technological-disruption/155791.article,www.flightglobal.com,www,3,com,112,"['Greg Waldron', 'Ryan Finnerty', 'Craig Hoyle', 'Dominic Perry', 'Exclusive Partner', 'In Association With']",-0.4939,negative,0
"C3.ai, Inc.'s (NYSE:AI) 6.5% loss last week hit both individual investors who own 51% as well as institutions - Simply Wall St",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vc2ltcGx5d2FsbC5zdC9zdG9ja3MvdXMvc29mdHdhcmUvbnlzZS1haS9jM2FpL25ld3MvYzNhaS1pbmNzLW55c2VhaS02NS1sb3NzLWxhc3Qtd2Vlay1oaXQtYm90aC1pbmRpdmlkdWFsLWludmVz0gF7aHR0cHM6Ly9zaW1wbHl3YWxsLnN0L3N0b2Nrcy91cy9zb2Z0d2FyZS9ueXNlLWFpL2MzYWkvbmV3cy9jM2FpLWluY3MtbnlzZWFpLTY1LWxvc3MtbGFzdC13ZWVrLWhpdC1ib3RoLWluZGl2aWR1YWwtaW52ZXMvYW1w?oc=5,2023-11-11,Simply Wall St,US,en,cai incs nyseai  loss last week hit both individual investors who own  as well as institutions  simply wall st,105,22,Saturday,11,2023,4,True,True,Other,https://simplywall.st/stocks/us/software/nyse-ai/c3ai/news/c3ai-incs-nyseai-65-loss-last-week-hit-both-individual-inves,simplywall.st,simplywall,7,st,119,[],-0.0516,negative,"A look at the shareholders of C3.ai, Inc. (NYSE:AI) can tell us which group is most powerful. Individual investors own the lion's share of the company with 51% ownership. The Vanguard Group, Inc is the largest shareholder with 8.3% of shares outstanding. Thomas Siebel, who is the second largest shareholder, also happens to hold the title of Chief Executive Officer. You can see the share prices for the company by looking at the growth of"
AI regulation battle is only just beginning - Arab News,https://news.google.com/rss/articles/CBMiJWh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzI0MDcxMDHSASlodHRwczovL3d3dy5hcmFibmV3cy5jb20vbm9kZS8yNDA3MTAxL2FtcA?oc=5,2023-11-11,Arab News,US,en,ai regulation battle is only just beginning  arab news,46,10,Saturday,11,2023,4,True,True,News Outlet,https://www.arabnews.com/node/2407101,www.arabnews.com,www,2,com,37,['Joseph Dana'],-0.3818,negative,0
Disney Battles AI Accusations After 'Wish' Reveal - Inside the Magic - Inside the Magic,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vaW5zaWRldGhlbWFnaWMubmV0LzIwMjMvMTEvZGlzbmV5LWZhY2VzLWFpLWFjY3VzYXRpb25zLWFmdGVyLXdpc2gtcmV2ZWFsLXpnMS_SAQA?oc=5,2023-11-11,Inside the Magic,US,en,disney battles ai accusations after wish reveal  inside the magic  inside the magic,73,15,Saturday,11,2023,4,True,True,Other,https://insidethemagic.net/2023/11/disney-faces-ai-accusations-after-wish-reveal-zg1/,insidethemagic.net,insidethemagic,4,net,85,['Zach Gass'],-0.296,negative,"Wish (2023) has quickly become one of the most anticipated projects from the Walt Disney Company. After much groaning and eye-rolls from viewers after the new villain’s song reveal, the studio has been suspected of AI developing the film. The Sure Look Listen Podcast goes into explicit detail as to why Wish is getting torn to pieces."
Should schools fear cheating with AI? Tri-Cities teacher says it could be revolutionary - AOL,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmFvbC5jb20vc2Nob29scy1mZWFyLWNoZWF0aW5nLWFpLXRyaS0xMzAwMDA4MzIuaHRtbNIBR2h0dHBzOi8vd3d3LmFvbC5jb20vYW1waHRtbC9zY2hvb2xzLWZlYXItY2hlYXRpbmctYWktdHJpLTEzMDAwMDgzMi5odG1s?oc=5,2023-11-11,AOL,US,en,should schools fear cheating with ai tricities teacher says it could be revolutionary  aol,79,15,Saturday,11,2023,4,True,True,Other,https://www.aol.com/schools-fear-cheating-ai-tri-130000832.html,www.aol.com,www,1,com,63,"['Aol Staff', 'Eric Rosane', 'November', 'At Am']",-0.7783,negative,Pasco High School science teacher John Weisenfeld uses chatbots to answer students' questions. He believes AI technology has the ability to revolutionize the way educators work and teach. Most school districts in the nation and Washington state have not yet drafted a policy on the use of AI in classes.
"OnlyFans rival Fanvue bets on porn’s fake future — meet Emily, the site’s hottest, eerily real AI model - New York Post",https://news.google.com/rss/articles/CBMiigFodHRwczovL255cG9zdC5jb20vMjAyMy8xMS8xMS9saWZlc3R5bGUvb25seWZhbnMtcml2YWwtZmFudnVlLWJldHMtb24tcG9ybnMtZmFrZS1mdXR1cmUtbWVldC1lbWlseS10aGUtc2l0ZXMtaG90dGVzdC1lZXJpbHktcmVhbC1haS1tb2RlbC_SAY4BaHR0cHM6Ly9ueXBvc3QuY29tLzIwMjMvMTEvMTEvbGlmZXN0eWxlL29ubHlmYW5zLXJpdmFsLWZhbnZ1ZS1iZXRzLW9uLXBvcm5zLWZha2UtZnV0dXJlLW1lZXQtZW1pbHktdGhlLXNpdGVzLWhvdHRlc3QtZWVyaWx5LXJlYWwtYWktbW9kZWwvYW1wLw?oc=5,2023-11-11,New York Post,US,en,onlyfans rival fanvue bets on porns fake future  meet emily the sites hottest eerily real ai model  new york post,98,22,Saturday,11,2023,4,True,True,News Outlet,https://nypost.com/2023/11/11/lifestyle/onlyfans-rival-fanvue-bets-on-porns-fake-future-meet-emily-the-sites-hottest-eerily-real-ai-model/,nypost.com,nypost,6,com,138,[],-0.4767,negative,"Fanvue is a new pay-per-view site that allows non-existent characters to come to life at will. Founder and CEO Will Monange believes AI-generated models will “thrive” in coming years, eventually reaching the same acclaim or popularity as human influencers."
AI makes you worse at what you’re good at - TechCrunch,https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8xMS8xMC9haS1tYWtlcy15b3Utd29yc2UtYXQtd2hhdC15b3VyZS1nb29kLWF0L9IBT2h0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8xMS8xMC9haS1tYWtlcy15b3Utd29yc2UtYXQtd2hhdC15b3VyZS1nb29kLWF0L2FtcC8?oc=5,2023-11-10,TechCrunch,US,en,ai makes you worse at what youre good at  techcrunch,44,11,Friday,11,2023,4,False,True,Blog,https://techcrunch.com/2023/11/10/ai-makes-you-worse-at-what-youre-good-at/,techcrunch.com,techcrunch,5,com,75,['Haje Jan Kamps'],-0.0516,negative,"The GPT Store, introduced by OpenAI, enables developers to create custom GPT-based conversational AI models and sell them in a new marketplace. WeWork, once a high-flying startup valued at $47 billion, has filed for Chapter 11 bankruptcy protection. Twitter’s Premium Plus subscribers will soon have early access to xAI's new AI system, Grok."
