title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
"Tom Siebel, Justine Bateman, other AI leaders and critics speak at ... - Axios",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzExLzA5L2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXNpbGljb24tdmFsbGV5LW9wZW5hadIBAA?oc=5,2023-11-09,Axios,US,en,tom siebel justine bateman other ai leaders and critics speak at   axios,65,14,Thursday,11,2023,4,False,False,Other,https://www.axios.com/2023/11/09/artificial-intelligence-silicon-valley-openai,www.axios.com,www,4,com,78,[],-0.296,negative,0
Nvidia develops AI chips for China in latest bid to avoid US restrictions - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzA0NTg3OGE3LWE3NWEtNDdiOS1iYzdmLTExNWVhMTAyNWM1YtIBAA?oc=5,2023-11-09,Financial Times,US,en,nvidia develops ai chips for china in latest bid to avoid us restrictions  financial times,76,16,Thursday,11,2023,4,False,False,News Outlet,https://www.ft.com/content/045878a7-a75a-47b9-bc7f-115ea1025c5b,www.ft.com,www,2,com,63,[],-0.296,negative,Pay a year upfront and save 20%. Then $199 for 12 months. Insight and expertise in your hands with the iconic FT print edition. See why over a million readers pay to read the Financial Times. International edition delivered Monday to Saturday.
"Watch out: Generative AI will level up cyber attacks, according to new Google report - ZDNet",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL3dhdGNoLW91dC1nZW5lcmF0aXZlLWFpLXdpbGwtbGV2ZWwtdXAtY3liZXItYXR0YWNrcy1hY2NvcmRpbmctdG8tbmV3LWdvb2dsZS1yZXBvcnQv0gF8aHR0cHM6Ly93d3cuemRuZXQuY29tL2dvb2dsZS1hbXAvYXJ0aWNsZS93YXRjaC1vdXQtZ2VuZXJhdGl2ZS1haS13aWxsLWxldmVsLXVwLWN5YmVyLWF0dGFja3MtYWNjb3JkaW5nLXRvLW5ldy1nb29nbGUtcmVwb3J0Lw?oc=5,2023-11-09,ZDNet,US,en,watch out generative ai will level up cyber attacks according to new google report  zdnet,77,16,Thursday,11,2023,4,False,False,News Outlet,https://www.zdnet.com/article/watch-out-generative-ai-will-level-up-cyber-attacks-according-to-new-google-report/,www.zdnet.com,www,3,com,113,"['Sabrina Ortiz', 'Nov.', 'At P.M. Pt']",-0.4404,negative,"Google's new cybersecurity forecast reveals the rise of AI brings new threats you should be aware of. The report found that generative AI and large language models will be utilized in various cyber attacks such as phishing, SMS, and other social engineering operations."
China's AI Companies will Get a New Difficulty Level to Conquer ... - gizmochina,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3Lmdpem1vY2hpbmEuY29tLzIwMjMvMTEvMDkvY2hpbmEtYWktZ3B0LTQtdHVyYm8v0gEA?oc=5,2023-11-09,gizmochina,US,en,chinas ai companies will get a new difficulty level to conquer   gizmochina,67,14,Thursday,11,2023,4,False,False,Other,https://www.gizmochina.com/2023/11/09/china-ai-gpt-4-turbo/,www.gizmochina.com,www,5,com,59,"[""Anubhav'S Life Rests On Two Pillars - Tech"", ""Music. When He'S Not Writing About The Latest Buzz In The Tech World"", 'He Can Be Found Producing Music', 'Writing Poetry', 'Listening To New Albums.']",-0.34,negative,0
The AI Bias That's Often Overlooked: Speciesism - Sentient Media,https://news.google.com/rss/articles/CBMiLWh0dHBzOi8vc2VudGllbnRtZWRpYS5vcmcvYWktYmlhcy1zcGVjaWVzaXNtL9IBAA?oc=5,2023-11-09,Sentient Media,US,en,the ai bias thats often overlooked speciesism  sentient media,55,10,Thursday,11,2023,4,False,False,Other,https://sentientmedia.org/ai-bias-speciesism/,sentientmedia.org,sentientmedia,2,org,45,['Rachel Teng'],-0.128,negative,"New research proves that large datasets used to train AI models are particularly biased against farm animals. The computer models that teach different kinds of AI to provide images and chatbot replies are not neutral, it turns out. Researchers found that these models either reinforce existing biases about farm animals, or conceal the connection to factory farming altogether."
AI producer FlowGPT responds to Bad Bunny with an offer and warning - HOLA! USA,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmhvbGEuY29tL3VzL2NlbGVicml0aWVzLzIwMjMxMTA5MzUyNDc3L2FpLXByb2R1Y2VyLWZsb3dncHQtcmVzcG9uZHMtYmFkLWJ1bm55LW9mZmVyLXdhcm5pbmcv0gFzaHR0cHM6Ly93d3cuaG9sYS5jb20vdXMvY2VsZWJyaXRpZXMvMjAyMzExMDkzNTI0NzcvYWktcHJvZHVjZXItZmxvd2dwdC1yZXNwb25kcy1iYWQtYnVubnktb2ZmZXItd2FybmluZy8_dmlld2FzPWFtcA?oc=5,2023-11-09,HOLA! USA,US,en,ai producer flowgpt responds to bad bunny with an offer and warning  hola usa,65,15,Thursday,11,2023,4,False,False,Other,https://www.hola.com/us/celebrities/20231109352477/ai-producer-flowgpt-responds-bad-bunny-offer-warning/,www.hola.com,www,5,com,104,['Los Angeles'],-0.7096,negative,"FlowGPT, the artificial intelligence music producer that created the viral Bad Bunny song featuring the Spanish singer Bad Gyal, has responded to the singer on TikTok. In a video viewed over 7 million times, the “artist” has offered to give him the song for free, with all the rights, as long as he credits FlowGPT."
"Train AI models to sell as NFTs, LLMs are Large Lying Machines: AI ... - Cointelegraph",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbWFnYXppbmUvdHJhaW4ta2lja2Fzcy1haS1tb2RlbC1zZWxsLW5mdHMtbGxtcy1hcmUtbGFyZ2VseS1seWluZy1tYWNoaW5lcy1haS1leWUv0gEA?oc=5,2023-11-09,Cointelegraph,US,en,train ai models to sell as nfts llms are large lying machines ai   cointelegraph,71,16,Thursday,11,2023,4,False,False,Other,https://cointelegraph.com/magazine/train-kickass-ai-model-sell-nfts-llms-are-largely-lying-machines-ai-eye/,cointelegraph.com,cointelegraph,3,com,107,"['Andrew Fenton', 'Based In Melbourne', 'Andrew Fenton Is A Journalist', 'Editor Covering Cryptocurrency', 'Blockchain. He Has Worked As A National Entertainment Writer For News Corp Australia', 'On Sa Weekend As A Film Journalist', 'At The Melbourne Weekly.', 'Follow The Author']",-0.5267,negative,0
AI Startups Raising Money From China Are Taking a Risk; Why a ... - The Information,https://news.google.com/rss/articles/CBMiqgFodHRwczovL3d3dy50aGVpbmZvcm1hdGlvbi5jb20vYXJ0aWNsZXMvYWktc3RhcnR1cHMtcmFpc2luZy1tb25leS1mcm9tLWNoaW5hLWFyZS10YWtpbmctYS1yaXNrLXdoeS1hLW5ldy1vcGVuYWktcHJvZHVjdC1jb3N0cy0yLW1pbGxpb24tYW50aHJvcGljcy1sdWNyYXRpdmUtbG92ZS10cmlhbmdsZdIBAA?oc=5,2023-11-09,The Information,US,en,ai startups raising money from china are taking a risk why a   the information,68,16,Thursday,11,2023,4,False,False,News Outlet,https://www.theinformation.com/articles/ai-startups-raising-money-from-china-are-taking-a-risk-why-a-new-openai-product-costs-2-million-anthropics-lucrative-love-triangle,www.theinformation.com,www,2,com,170,"['Stephanie Palazzolo', 'Margaux Maccoll', 'Julia Black', 'Annie Goldsmith', 'Jon Steinberg', 'Middot Dec.', 'Am Pst', 'Anissa Gardizy', 'Natasha Mascarenhas', 'Maria Heeter']",-0.2732,negative,0
US judge trims AI copyright lawsuit against Meta - Reuters,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2xlZ2FsL2xpdGlnYXRpb24vdXMtanVkZ2UtdHJpbXMtYWktY29weXJpZ2h0LWxhd3N1aXQtYWdhaW5zdC1tZXRhLTIwMjMtMTEtMDkv0gEA?oc=5,2023-11-09,Reuters,US,en,us judge trims ai copyright lawsuit against meta  reuters,49,10,Thursday,11,2023,4,False,False,News Outlet,https://www.reuters.com/legal/litigation/us-judge-trims-ai-copyright-lawsuit-against-meta-2023-11-09/,www.reuters.com,www,4,com,101,[],-0.2263,negative,0
This Angry Birds clone made entirely through AI prompts makes me ... - PC Gamer,https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5wY2dhbWVyLmNvbS90aGlzLWFuZ3J5LWJpcmRzLWNsb25lLW1hZGUtZW50aXJlbHktdGhyb3VnaC1haS1wcm9tcHRzLW1ha2VzLW1lLXdvbmRlci13aGF0LXRoZS1mdXR1cmUtb2Ytc21hbGwtc2NhbGUtZ2FtZS1kZXZlbG9wbWVudC1pcy1nb2luZy10by1iZS1saWtlL9IBAA?oc=5,2023-11-09,PC Gamer,US,en,this angry birds clone made entirely through ai prompts makes me   pc gamer,65,15,Thursday,11,2023,4,False,False,Other,https://www.pcgamer.com/this-angry-birds-clone-made-entirely-through-ai-prompts-makes-me-wonder-what-the-future-of-small-scale-game-development-is-going-to-be-like/,www.pcgamer.com,www,2,com,164,"['Nick Evanson', 'Hardware Writer', 'Social Links Navigation']",-0.5106,negative," AI enthusiast Javi Lopez used three generative AI tools to create the visual assets and code to make Angry Pumpkins. The whole project apparently took no more than 12 hours to complete. An experienced solo developer, proficient in art and programming, would struggle to achieve the same, starting from scratch."
Job GPT - Using AI to Take the Pain Out of Job Hunting - Finance Magnates,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LmZpbmFuY2VtYWduYXRlcy5jb20vdHJlbmRpbmcvam9iLWdwdC11c2luZy1haS10by10YWtlLXRoZS1wYWluLW91dC1vZi1qb2ItaHVudGluZy_SAWJodHRwczovL3d3dy5maW5hbmNlbWFnbmF0ZXMuY29tL3RyZW5kaW5nL2pvYi1ncHQtdXNpbmctYWktdG8tdGFrZS10aGUtcGFpbi1vdXQtb2Ytam9iLWh1bnRpbmcvYW1wLw?oc=5,2023-11-09,Finance Magnates,US,en,job gpt  using ai to take the pain out of job hunting  finance magnates,58,16,Thursday,11,2023,4,False,False,Other,https://www.financemagnates.com/trending/job-gpt-using-ai-to-take-the-pain-out-of-job-hunting/,www.financemagnates.com,www,3,com,94,"['About The Author', 'Louis Parks']",-0.5106,negative,"The rise of AI-powered job hunting services has brought a glimmer of hope to this dreary landscape. But like any technological advancement, they come with their own caveats. While these tools can streamline the application process, they cannot replicate the power of human networking and referrals."
"Scale or die: An investor's guide to blockchain, Web3 and AI ... - The Business Journals",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmJpempvdXJuYWxzLmNvbS93YXNoaW5ndG9uL25ld3MvMjAyMy8xMS8wOS9zY2FsZS1vci1kaWUtYW4taW52ZXN0b3Itcy1ndWlkZS10by1ibG9ja2NoYWluLmh0bWzSAQA?oc=5,2023-11-09,The Business Journals,US,en,scale or die an investors guide to blockchain web and ai   the business journals,73,16,Thursday,11,2023,4,False,False,News Outlet,https://www.bizjournals.com/washington/news/2023/11/09/scale-or-die-an-investor-s-guide-to-blockchain.html,www.bizjournals.com,www,6,com,106,[],-0.5994,negative,summarize:    “I’ll be in touch with you soon.”  “What’s next?” you ask. “I want to know where you’re going.’ ““What do you want to do?’” “Tell me what you think.“” I’d like to hear from you. What do you think?�
ChatGPT is not where true generative AI innovation lies - TechRadar,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vcHJvL2NoYXRncHQtaXMtbm90LXdoZXJlLXRydWUtZ2VuZXJhdGl2ZS1haS1pbm5vdmF0aW9uLWxpZXPSAQA?oc=5,2023-11-09,TechRadar,US,en,chatgpt is not where true generative ai innovation lies  techradar,57,11,Thursday,11,2023,4,False,False,Blog,https://www.techradar.com/pro/chatgpt-is-not-where-true-generative-ai-innovation-lies,www.techradar.com,www,2,com,85,"['Mike Mason', 'Social Links Navigation']",-0.3678,negative,ChatGPT has been both a blessing and curse for technology leaders. It has opened up the world’s eyes to the seemingly unlimited potential of generative AI. But not everyone has grasped either the urgency or the most beneficial way of using this technology.
AI-Based Approach Used to Fight Illicit Designer Drugs Epidemic - AAAS,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmFhYXMub3JnL25ld3MvYWktYmFzZWQtYXBwcm9hY2gtdXNlZC1maWdodC1pbGxpY2l0LWRlc2lnbmVyLWRydWdzLWVwaWRlbWlj0gEA?oc=5,2023-11-09,AAAS,US,en,aibased approach used to fight illicit designer drugs epidemic  aaas,60,11,Thursday,11,2023,4,False,False,Other,https://www.aaas.org/news/ai-based-approach-used-fight-illicit-designer-drugs-epidemic,www.aaas.org,www,2,org,86,[],-0.3818,negative,0
Researchers warn we could run out of data to train AI by 2026. - The Hindu,https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9zY2ktdGVjaC9zY2llbmNlL3Jlc2VhcmNoZXJzLXdhcm4td2UtY291bGQtcnVuLW91dC1vZi1kYXRhLXRvLXRyYWluLWFpLWJ5LTIwMjYvYXJ0aWNsZTY3NTE2MzI2LmVjZdIBgAFodHRwczovL3d3dy50aGVoaW5kdS5jb20vc2NpLXRlY2gvc2NpZW5jZS9yZXNlYXJjaGVycy13YXJuLXdlLWNvdWxkLXJ1bi1vdXQtb2YtZGF0YS10by10cmFpbi1haS1ieS0yMDI2L2FydGljbGU2NzUxNjMyNi5lY2UvYW1wLw?oc=5,2023-11-09,The Hindu,US,en,researchers warn we could run out of data to train ai by   the hindu,59,16,Thursday,11,2023,4,False,False,News Outlet,https://www.thehindu.com/sci-tech/science/researchers-warn-we-could-run-out-of-data-to-train-ai-by-2026/article67516326.ece,www.thehindu.com,www,4,com,123,['Authors'],-0.1027,negative,"Artificial intelligence (AI) is reaching the peak of its popularity. Researchers have warned the industry might be running out of training data. This could slow down the growth of AI models, especially large language models. But the situation may not be as bad as it seems."
Weighing AI’s Benefits and Risks in Litigation and eDiscovery - JD Supra,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lmpkc3VwcmEuY29tL2xlZ2FsbmV3cy93ZWlnaGluZy1haS1zLWJlbmVmaXRzLWFuZC1yaXNrcy1pbi00Mjg4MTM5L9IBAA?oc=5,2023-11-09,JD Supra,US,en,weighing ais benefits and risks in litigation and ediscovery  jd supra,61,12,Thursday,11,2023,4,False,False,Press Release Service,https://www.jdsupra.com/legalnews/weighing-ai-s-benefits-and-risks-in-4288139/,www.jdsupra.com,www,3,com,78,[],-0.0772,negative,"Artificial intelligence and generative language models like ChatGPT have sparked robust discussions about their impending impact on the legal profession. Legal tech professionals must proactively grasp AI’s implications and establish appropriate governance frameworks. Ethically deploying AI will require understanding its limitations, validating outputs, mitigating confidentiality risks, and setting clear expectations."
Larry Ellison Teased $1.5 Billion AI-Training Deal with Hyperscaler ... - Acceleration Economy,https://news.google.com/rss/articles/CBMihwFodHRwczovL2FjY2VsZXJhdGlvbmVjb25vbXkuY29tL2Nsb3VkLXdhcnMvbGFycnktZWxsaXNvbi10ZWFzZWQtMS01LWJpbGxpb24tYWktdHJhaW5pbmctZGVhbC13aXRoLWh5cGVyc2NhbGVyLWlzLWl0LWZvci1taWNyb3NvZnQtYmluZy_SAQA?oc=5,2023-11-09,Acceleration Economy,US,en,larry ellison teased  billion aitraining deal with hyperscaler   acceleration economy,82,13,Thursday,11,2023,4,False,False,Other,https://accelerationeconomy.com/cloud-wars/larry-ellison-teased-1-5-billion-ai-training-deal-with-hyperscaler-is-it-for-microsoft-bing/,accelerationeconomy.com,accelerationeconomy,3,com,135,['Bob Evans'],-0.296,negative,0
"Falling Walls 2023 round-up: geopolitics, AI and exploited PhD ... - Science Business",https://news.google.com/rss/articles/CBMidmh0dHBzOi8vc2NpZW5jZWJ1c2luZXNzLm5ldC9uZXdzL2ludGVybmF0aW9uYWwtbmV3cy9mYWxsaW5nLXdhbGxzLTIwMjMtcm91bmQtZ2VvcG9saXRpY3MtYWktYW5kLWV4cGxvaXRlZC1waGQtc3R1ZGVudHPSAQA?oc=5,2023-11-09,Science Business,US,en,falling walls  roundup geopolitics ai and exploited phd   science business,73,13,Thursday,11,2023,4,False,False,News Outlet,https://sciencebusiness.net/news/international-news/falling-walls-2023-round-geopolitics-ai-and-exploited-phd-students,sciencebusiness.net,sciencebusiness,3,net,118,[],-0.5574,negative,"This year's Falling Walls conference in Berlin was more like a foreign policy summit than a scientific forum. There was still plenty of excitement, and trepidation, about new breakthroughs in AI, solar energy, and transatlantic science. Here, Science|Business summarises the key debates."
