title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
Why AMD could struggle to topple Nvidia's AI lead - ITPro,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lml0cHJvLmNvbS90ZWNobm9sb2d5L2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlL3doeS1hbWQtY291bGQtc3RydWdnbGUtdG8tdG9wcGxlLW52aWRpYXMtYWktbGVhZNIBAA?oc=5,2023-11-01,ITPro,US,en,why amd could struggle to topple nvidias ai lead  itpro,47,11,Wednesday,11,2023,4,False,False,Press Release Service,https://www.itpro.com/technology/artificial-intelligence/why-amd-could-struggle-to-topple-nvidias-ai-lead,www.itpro.com,www,3,com,105,"['Rory Bathgate', 'Features', 'Multimedia Editor', 'Social Links Navigation']",-0.3182,negative,"AMD has announced optimistic projections for the coming fiscal year, driven by commitments for its new AI chip platform. The firm has targeted strong growth in its data center chips range driven by increasing demand for the powerful hardware necessary to inference generative AI models. Key to this is AMD’s MI300 series of graphics processing units (GPUs)"
"US Vice President Harris calls for action on ""full spectrum"" of AI risks - Reuters",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvdXMtdmljZS1wcmVzaWRlbnQtaGFycmlzLWNhbGwtYWN0aW9uLXRocmVhdHMtYWktMjAyMy0xMS0wMS_SAQA?oc=5,2023-11-01,Reuters,US,en,us vice president harris calls for action on full spectrum of ai risks  reuters,68,15,Wednesday,11,2023,4,False,False,News Outlet,https://www.reuters.com/technology/us-vice-president-harris-call-action-threats-ai-2023-11-01/,www.reuters.com,www,3,com,94,[],-0.2732,negative,0
AI technology helps Geisinger in fight against lung cancer - Geisinger,https://news.google.com/rss/articles/CBMikgFodHRwczovL3d3dy5nZWlzaW5nZXIub3JnL2Fib3V0LWdlaXNpbmdlci9uZXdzLWFuZC1tZWRpYS9uZXdzLXJlbGVhc2VzLzIwMjMvMTEvMDEvMTUvMzIvYWktdGVjaG5vbG9neS1oZWxwcy1nZWlzaW5nZXItaW4tZmlnaHQtYWdhaW5zdC1sdW5nLWNhbmNlctIBAA?oc=5,2023-11-01,Geisinger,US,en,ai technology helps geisinger in fight against lung cancer  geisinger,60,11,Wednesday,11,2023,4,False,False,Other,https://www.geisinger.org/about-geisinger/news-and-media/news-releases/2023/11/01/15/32/ai-technology-helps-geisinger-in-fight-against-lung-cancer,www.geisinger.org,www,9,org,146,[],-0.6597,negative,"Geisinger is committed to making better health easier for the more than 1 million people it serves. Founded more than 100 years ago by Abigail Geisinger, the system now includes 10 hospital campuses, a health plan with more than half a million members. With more than 25,000 employees and 1,700+ employed physicians, Geisingers boosts its hometown economies by billions of dollars annually."
You realized the AI you're creating may be dangerous. Now what? - Marketplace,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm1hcmtldHBsYWNlLm9yZy9zaG93cy9tYXJrZXRwbGFjZS10ZWNoL3lvdS1yZWFsaXplZC10aGUtYWkteW91cmUtY3JlYXRpbmctbWF5LWJlLWRhbmdlcm91cy1ub3ctd2hhdC_SAQA?oc=5,2023-11-01,Marketplace,US,en,you realized the ai youre creating may be dangerous now what  marketplace,65,13,Wednesday,11,2023,4,False,False,Other,https://www.marketplace.org/shows/marketplace-tech/you-realized-the-ai-youre-creating-may-be-dangerous-now-what/,www.marketplace.org,www,4,org,112,"['Get Even Smarter With The', 'Me Smart', 'Newsletter. We Ll Start Your Friday Right Explaining The News', 'Rounding Up The Best Stories We Read This Week', 'Even Sharing A Cocktail Recipe Or Two.']",-0.2263,negative,"Jonas Schuett is a research fellow at the Centre for the Governance of AI. He says the risks of advanced AI are profound and that we don’t understand them well enough to keep expanding the technology without proper guardrails in place. His proposal is that whenever a model with dangerous capabilities is discovered, all frontier developers temporarily pause."
Nuclear Threat Initiative says urgent steps needed to manage AI ... - The National,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy50aGVuYXRpb25hbG5ld3MuY29tL3dvcmxkL3VrLW5ld3MvMjAyMy8xMS8wMS9udWNsZWFyLXRocmVhdC1pbml0aWF0aXZlLXNheXMtdXJnZW50LXN0ZXBzLW5lZWRlZC10by1tYW5hZ2UtYWktZGFuZ2Vycy_SAZABaHR0cHM6Ly93d3cudGhlbmF0aW9uYWxuZXdzLmNvbS93b3JsZC91ay1uZXdzLzIwMjMvMTEvMDEvbnVjbGVhci10aHJlYXQtaW5pdGlhdGl2ZS1zYXlzLXVyZ2VudC1zdGVwcy1uZWVkZWQtdG8tbWFuYWdlLWFpLWRhbmdlcnMvP291dHB1dFR5cGU9YW1w?oc=5,2023-11-01,The National,US,en,nuclear threat initiative says urgent steps needed to manage ai   the national,69,14,Wednesday,11,2023,4,False,False,News Outlet,https://www.thenationalnews.com/world/uk-news/2023/11/01/nuclear-threat-initiative-says-urgent-steps-needed-to-manage-ai-dangers/,www.thenationalnews.com,www,7,com,129,"['Nicky Harley', 'Nov']",-0.3818,negative,The Nuclear Threat Initiative has recommended governments take six steps to prevent AI biological disasters from occurring. It comes as the UK hosts its first AI Summit this week at Bletchley Park in Milton Keynes. US President Joe Biden issued an AI executive order ‘to ensure that America leads the way in seizing the promise and managing the risks of artificial intelligence’
College application essays: Campus officials struggle to rein in AI - CalMatters,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vY2FsbWF0dGVycy5vcmcvZWR1Y2F0aW9uL2hpZ2hlci1lZHVjYXRpb24vMjAyMy8xMC9jb2xsZWdlLWFwcGxpY2F0aW9uLWVzc2F5cy_SAQA?oc=5,2023-10-12,CalMatters,US,en,college application essays campus officials struggle to rein in ai  calmatters,69,12,Thursday,10,2023,4,False,False,Other,https://calmatters.org/education/higher-education/2023/10/college-application-essays/,calmatters.org,calmatters,6,org,85,"['Carolyn Jones', 'Mikhail Zinshteyn', 'More Carolyn Jones', 'More Mikhail Zinshteyn', 'Education Reporter', 'Higher Education Reporter']",-0.3182,negative,"College and high schools are grappling with the ethical and practical implications of text-writing technology. Most school leaders and college experts agree that students who rely exclusively on AI are violating academic integrity rules. Common App, the college application tool used by 1,000 institutions nationwide, in August included a restriction on “substantive” AI use in college admissions applications."
A tech warning: AI is coming fast and it's going to be rough ride ... - Harvard Gazette,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vbmV3cy5oYXJ2YXJkLmVkdS9nYXpldHRlL3N0b3J5LzIwMjMvMTAvYS10ZWNoLXdhcm5pbmctYWktaXMtY29taW5nLWZhc3QtYW5kLWl0cy1nb2luZy10by1iZS1yb3VnaC1yaWRlL9IBAA?oc=5,2023-10-12,Harvard Gazette,US,en,a tech warning ai is coming fast and its going to be rough ride   harvard gazette,70,18,Thursday,10,2023,4,False,False,Academic Journal,https://news.harvard.edu/gazette/story/2023/10/a-tech-warning-ai-is-coming-fast-and-its-going-to-be-rough-ride/,news.harvard.edu,news,6,edu,111,"['Christina Pazzanese', 'Harvard Staff Writer']",-0.34,negative,"Eric Schmidt, the former CEO and chairman of Google, spoke with Graham Allison, Douglas Dillon Professor of Government at Harvard Kennedy School. “It’s important for everybody to understand how fast this is going to change,” said Schmidt. Governments around the world will need to lead the way with regulations, but it will be “tough” to anticipate and prevent every possible future misuse of AI."
AI Act Under Threat from Pointless Copyright Demands - Disruptive Competition Project,https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LnByb2plY3QtZGlzY28ub3JnL2V1cm9wZWFuLXVuaW9uL2FpLWFjdC11bmRlci10aHJlYXQtZnJvbS1wb2ludGxlc3MtY29weXJpZ2h0LWRlbWFuZHMv0gEA?oc=5,2023-10-12,Disruptive Competition Project,US,en,ai act under threat from pointless copyright demands  disruptive competition project,74,12,Thursday,10,2023,4,False,False,Press Release Service,https://www.project-disco.org/european-union/ai-act-under-threat-from-pointless-copyright-demands/,www.project-disco.org,www,3,org,98,['Boniface De Champris'],-0.6908,negative,0
Texas Teachers embraces AI and talks applications and risks - Top1000funds.com,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LnRvcDEwMDBmdW5kcy5jb20vMjAyMy8xMC90ZXhhcy10ZWFjaGVycy1lbWJyYWNlcy1haS1hbmQtdGFsa3MtYXBwbGljYXRpb25zLWFuZC1yaXNrcy_SAQA?oc=5,2023-10-12,Top1000funds.com,US,en,texas teachers embraces ai and talks applications and risks  topfundscom,68,11,Thursday,10,2023,4,False,False,Other,https://www.top1000funds.com/2023/10/texas-teachers-embraces-ai-and-talks-applications-and-risks/,www.top1000funds.com,www,4,com,97,"['Sarah Rundell', 'Chikafumi Hodo', 'Aleks Vickovich', 'Darcy Song', 'Ben Hurley', 'Amanda White']",-0.2732,negative,0
"Supermicro highlights AI as next industrial revolution; foundation of new era lies with digital data creation, storage, and processing - Yahoo Finance",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zdXBlcm1pY3JvLWhpZ2hsaWdodHMtYWktbmV4dC1pbmR1c3RyaWFsLTA5NTcwMDA4MC5odG1s0gFeaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3Mvc3VwZXJtaWNyby1oaWdobGlnaHRzLWFpLW5leHQtaW5kdXN0cmlhbC0wOTU3MDAwODAuaHRtbA?oc=5,2023-10-12,Yahoo Finance,US,en,supermicro highlights ai as next industrial revolution foundation of new era lies with digital data creation storage and processing  yahoo finance,129,22,Thursday,10,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/supermicro-highlights-ai-next-industrial-095700080.html,finance.yahoo.com,finance,2,com,86,['Pr Newswire'],-0.1779,negative,0
AI struggles with fair use - New Electronics,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm5ld2VsZWN0cm9uaWNzLmNvLnVrL2NvbnRlbnQvZmVhdHVyZXMvYWktc3RydWdnbGVzLXdpdGgtZmFpci11c2Uv0gEA?oc=5,2023-10-12,New Electronics,US,en,ai struggles with fair use  new electronics,37,8,Thursday,10,2023,4,False,False,Other,https://www.newelectronics.co.uk/content/features/ai-struggles-with-fair-use/,www.newelectronics.co.uk,www,4,uk,77,[],-0.0516,negative,"Generative AI may not be long before it enters a period of winter hibernation. That might provide enough time for governments and legal systems to work out how to deal with the ramifications of large language models. As LLMs have moved from research curiosities to actual products, people and organisations have turned to the courts to limit how these models apply their intellectual property."
AI Explosion Fuels Demand for Customized Chips - Techopedia,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LnRlY2hvcGVkaWEuY29tL2FpLWV4cGxvc2lvbi1mdWVscy1kZW1hbmQtZm9yLWN1c3RvbWl6ZWQtY2hpcHPSAQA?oc=5,2023-10-12,Techopedia,US,en,ai explosion fuels demand for customized chips  techopedia,51,9,Thursday,10,2023,4,False,False,Blog,https://www.techopedia.com/ai-explosion-fuels-demand-for-customized-chips,www.techopedia.com,www,1,com,73,[],-0.128,negative,0
Everbridge Opens 2023 Common Alerting Protocol (CAP) Workshop in Switzerland with Presentation on Artificial Intelligence for Emergency Warning - Yahoo Finance,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9ldmVyYnJpZGdlLW9wZW5zLTIwMjMtY29tbW9uLWFsZXJ0aW5nLTExMzAwMDkyNS5odG1s0gFbaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvZXZlcmJyaWRnZS1vcGVucy0yMDIzLWNvbW1vbi1hbGVydGluZy0xMTMwMDA5MjUuaHRtbA?oc=5,2023-10-12,Yahoo Finance,US,en,everbridge opens  common alerting protocol cap workshop in switzerland with presentation on artificial intelligence for emergency warning  yahoo finance,139,21,Thursday,10,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/everbridge-opens-2023-common-alerting-113000925.html,finance.yahoo.com,finance,2,com,83,['Business Wire'],-0.2263,negative,0
3 Ways the DOD Is Getting Serious About AI - GovCon Wire,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmdvdmNvbndpcmUuY29tLzIwMjMvMTAvMy13YXlzLXRoZS1kb2QtaXMtZ2V0dGluZy1zZXJpb3VzLWFib3V0LWFpL9IBAA?oc=5,2023-10-12,GovCon Wire,US,en, ways the dod is getting serious about ai  govcon wire,45,12,Thursday,10,2023,4,False,False,Press Release Service,https://www.govconwire.com/2023/10/3-ways-the-dod-is-getting-serious-about-ai/,www.govconwire.com,www,4,com,78,['Charles Lyons-Burt'],-0.0772,negative,"The U.S. Department of Defense established the Joint Digital and Artificial Intelligence Office in 2022 to formally indicate their commitment to embracing AI. In August, the CDAO stood up Task Force Lima, which is specifically focused on generative AI, a kind of tool that is able to autonomously respond to queries with text, images and other content. The National Security Agency in late September unveiled the AI Security Center."
GE HealthCare Signs $44 Million Contract with BARDA to Develop Artificial Intelligence-Augmented Ultrasound Technology to Aid Clinicians in Diagnosing and Treating Traumatic Injury and Enhance National Preparedness for Mass Casualty Incidents - Yahoo Finance,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9nZS1oZWFsdGhjYXJlLXNpZ25zLTQ0LW1pbGxpb24tMTMwMDAwNDEyLmh0bWzSAVRodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy9nZS1oZWFsdGhjYXJlLXNpZ25zLTQ0LW1pbGxpb24tMTMwMDAwNDEyLmh0bWw?oc=5,2023-10-12,Yahoo Finance,US,en,ge healthcare signs  million contract with barda to develop artificial intelligenceaugmented ultrasound technology to aid clinicians in diagnosing and treating traumatic injury and enhance national preparedness for mass casualty incidents  yahoo finance,225,34,Thursday,10,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/ge-healthcare-signs-44-million-130000412.html,finance.yahoo.com,finance,2,com,76,['Business Wire'],-0.872,negative,0
AI researchers expose critical vulnerabilities within major LLMs - EurekAlert,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmV1cmVrYWxlcnQub3JnL25ld3MtcmVsZWFzZXMvMTAwNDUzNdIBAA?oc=5,2023-10-12,EurekAlert,US,en,ai researchers expose critical vulnerabilities within major llms  eurekalert,68,10,Thursday,10,2023,4,False,False,Other,https://www.eurekalert.org/news-releases/1004535,www.eurekalert.org,www,2,org,48,[],-0.5423,negative,"Computer scientists from the AI security start-up Mindgard and Lancaster University in the UK have demonstrated that chunks of these LLMs can be copied in less than a week for as little as $50. The researchers warn that attackers exploiting these vulnerabilities could reveal private confidential information, bypass guardrails, provide incorrect answers, or stage further targeted attacks."
"While ChatGPT stokes fears of mass layoffs, new jobs are being spawned to review AI - CNBC",https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTAvMTIvY2hhdGdwdC1uZXctam9icy1zaWRlLWh1c3RsZXMtcmV2aWV3aW5nLWFpLWFyZS1iZWluZy1zcGF3bmVkLmh0bWzSAWVodHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8xMC8xMi9jaGF0Z3B0LW5ldy1qb2JzLXNpZGUtaHVzdGxlcy1yZXZpZXdpbmctYWktYXJlLWJlaW5nLXNwYXduZWQuaHRtbA?oc=5,2023-10-12,CNBC,US,en,while chatgpt stokes fears of mass layoffs new jobs are being spawned to review ai  cnbc,74,17,Thursday,10,2023,4,False,False,News Outlet,https://www.cnbc.com/2023/10/12/chatgpt-new-jobs-side-hustles-reviewing-ai-are-being-spawned.html,www.cnbc.com,www,4,com,97,['Ryan Browne'],-0.4215,negative,"A new wave of jobs are being created that focus solely on reviewing the inputs and outputs of next-generation AI models. Generative AI, which enables AI algorithms to generate humanlike, realistic text and images, is trained on vast quantities of data. Morgan Stanley estimates that as many as 300 million jobs could be taken over by AI by 2022."
TSMC Claims AI Packaging Shortage Likely Through 2024 Despite ... - Sourceability,https://news.google.com/rss/articles/CBMib2h0dHBzOi8vc291cmNlYWJpbGl0eS5jb20vcG9zdC90c21jLWNsYWltcy1haS1wYWNrYWdpbmctc2hvcnRhZ2UtbGlrZWx5LXRocm91Z2gtMjAyNC1kZXNwaXRlLWV4cGFuZGluZy1jYXBhY2l0edIBAA?oc=5,2023-10-12,Sourceability,US,en,tsmc claims ai packaging shortage likely through  despite   sourceability,70,12,Thursday,10,2023,4,False,False,Other,https://sourceability.com/post/tsmc-claims-ai-packaging-shortage-likely-through-2024-despite-expanding-capacity,sourceability.com,sourceability,2,com,111,"['Sourceability Team', 'The Sourceability Team Is A Group Of Writers', 'Engineers', 'Industry Experts With Decades Of Experience Within The Electronic Component Industry Design To Distribution.']",-0.25,negative,TSMC is experiencing a shortage in advanced chip packaging capacity as customers rush to place orders for powerful AI accelerators. The world's largest chipmaker is working to increase its COWOS packaging capacity. TSMC is also reportedly in talks with government officials from Arizona to bring a packaging plant to the area.
