title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,polarity1,subjectivity,compound,vader_sentiment,summary
Brussels warns against 'paranoia' when regulating generative AI - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2YxNjdjNDk5LTIzOTktNGI5NC04YTdiLTdhNWNjYzFiYjFjYtIBAA?oc=5,2023-10-02,Financial Times,US,en,brussels warns against paranoia when regulating generative ai  financial times,71,11,Monday,10,2023,4,False,False,News Outlet,https://www.ft.com/content/f167c499-2399-4b94-8a7b-7a5ccc1bb1cb,www.ft.com,www,2,com,63,[],0.0,0.0,-0.34,negative,Pay a year upfront and save 20
20 Must-Read Sci-Fi Novels about AI - Book Riot,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vYm9va3Jpb3QuY29tL3NjaS1maS1ub3ZlbHMtYWJvdXQtYWkv0gEA?oc=5,2023-10-02,Book Riot,US,en, mustread scifi novels about ai  book riot,39,9,Monday,10,2023,4,False,False,Other,https://bookriot.com/sci-fi-novels-about-ai/,bookriot.com,bookriot,2,com,44,"['Leah Rachel Von Essen', 'Senior Contributor', 'Day', 'Leah Rachel Von Essen Is The Editor-In-Chief Of']",0.0,0.0,-0.5574,negative,0
Is AI lying to us? These researchers built an LLM lie detector of sorts to find out - ZDNet,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2lzLWFpLWx5aW5nLXRvLXVzLXRoZXNlLXJlc2VhcmNoZXJzLWJ1aWx0LWFuLWxsbS1saWUtZGV0ZWN0b3Itb2Ytc29ydHMtdG8tZmluZC1vdXQv0gF8aHR0cHM6Ly93d3cuemRuZXQuY29tL2dvb2dsZS1hbXAvYXJ0aWNsZS9pcy1haS1seWluZy10by11cy10aGVzZS1yZXNlYXJjaGVycy1idWlsdC1hbi1sbG0tbGllLWRldGVjdG9yLW9mLXNvcnRzLXRvLWZpbmQtb3V0Lw?oc=5,2023-10-02,ZDNet,US,en,is ai lying to us these researchers built an llm lie detector of sorts to find out  zdnet,73,19,Monday,10,2023,4,False,False,News Outlet,https://www.zdnet.com/article/is-ai-lying-to-us-these-researchers-built-an-llm-lie-detector-of-sorts-to-find-out/,www.zdnet.com,www,3,com,113,"['Tiernan Ray', 'Senior Contributing Writer', 'Oct.', 'At A.M. Pt']",0.0,0.0,-0.5267,negative,Researchers have developed a lie detector for
"AI, Humanics, Paradox: Towards Being Human in the Tech Workplace - PopMatters",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LnBvcG1hdHRlcnMuY29tL3dvcmtwbGFjZS10ZWNobm9sb2d5LWFpLWh1bWFuaWNzLXBhcmFkb3jSAQA?oc=5,2023-10-02,PopMatters,US,en,ai humanics paradox towards being human in the tech workplace  popmatters,66,12,Monday,10,2023,4,False,False,Other,https://www.popmatters.com/workplace-technology-ai-humanics-paradox,www.popmatters.com,www,1,com,67,"['Miklos Mattyasovszky', 'Popmatters Staff', 'Andrew Spiess', 'Michael J. Harris', 'Luis Aguasvivas', 'Karen Zarker', 'Sarah Zupko', 'Joseph E. Aoun', 'Meghan O Gieblyn']",0.0,0.1,-0.1027,negative,To thrive in the contemporary tech workplace
The Big Threat to AI: Looming Disruptions - The Big Threat to AI ... - InformationWeek,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmluZm9ybWF0aW9ud2Vlay5jb20vbWFjaGluZS1sZWFybmluZy1haS90aGUtYmlnLXRocmVhdC10by1haS1sb29taW5nLWRpc3J1cHRpb25zLdIBAA?oc=5,2023-10-02,InformationWeek,US,en,the big threat to ai looming disruptions  the big threat to ai   informationweek,71,16,Monday,10,2023,4,False,False,Other,https://www.informationweek.com/machine-learning-ai/the-big-threat-to-ai-looming-disruptions-,www.informationweek.com,www,2,com,93,"['Pam Baker', 'Contributing Writer']",0.0,0.1,-0.8658,negative,Semiconductor supply chain issues
Building responsible AI models: The argument for less data ... - FRANCE 24 English,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi90di1zaG93cy9wZXJzcGVjdGl2ZS8yMDIzMTAwMi1idWlsZGluZy1yZXNwb25zaWJsZS1haS1tb2RlbHMtdGhlLWFyZ3VtZW50LWZvci1sZXNzLWRhdGHSAQA?oc=5,2023-10-02,FRANCE 24 English,US,en,building responsible ai models the argument for less data   france  english,69,14,Monday,10,2023,4,False,False,Other,https://www.france24.com/en/tv-shows/perspective/20231002-building-responsible-ai-models-the-argument-for-less-data,www.france24.com,www,4,com,115,['Haxie Meyers-Belkin'],0.0111111111111111,0.2055555555555555,-0.0516,negative,0
Microsoft CEO says tech giants battling for content to build AI - Reuters,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvbWljcm9zb2Z0LWNlby10ZXN0aWZpZXMtb25jZS1pbi1hLWdlbmVyYXRpb24tdXMtZ29vZ2xlLWFudGl0cnVzdC10cmlhbC0yMDIzLTEwLTAyL9IBAA?oc=5,2023-10-02,Reuters,US,en,microsoft ceo says tech giants battling for content to build ai  reuters,61,13,Monday,10,2023,4,False,False,News Outlet,https://www.reuters.com/technology/microsoft-ceo-testifies-once-in-a-generation-us-google-antitrust-trial-2023-10-02/,www.reuters.com,www,3,com,117,[],0.0,0.0,-0.2732,negative,0
How well can AI diagnose lung cancer? – Sciworthy - Sciworthy,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vc2Npd29ydGh5LmNvbS9jYW4tYWktb3V0Y29tcGV0ZS1kb2N0b3JzLWluLWRpYWdub3NpbmctY2FuY2VyL9IBAA?oc=5,2023-10-02,Sciworthy,US,en,how well can ai diagnose lung cancer  sciworthy  sciworthy,51,11,Monday,10,2023,4,False,False,Other,https://sciworthy.com/can-ai-outcompete-doctors-in-diagnosing-cancer/,sciworthy.com,sciworthy,2,com,69,['Ankita Murmu'],0.0,0.0,-0.5106,negative,Researchers from the UK recently teamed up
Dead grandma locket request tricks Bing Chat’s AI into solving security puzzle - Ars Technica,https://news.google.com/rss/articles/CBMifWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2luZm9ybWF0aW9uLXRlY2hub2xvZ3kvMjAyMy8xMC9zb2Itc3RvcnktYWJvdXQtZGVhZC1ncmFuZG1hLXRyaWNrcy1taWNyb3NvZnQtYWktaW50by1zb2x2aW5nLWNhcHRjaGEv0gGBAWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2luZm9ybWF0aW9uLXRlY2hub2xvZ3kvMjAyMy8xMC9zb2Itc3RvcnktYWJvdXQtZGVhZC1ncmFuZG1hLXRyaWNrcy1taWNyb3NvZnQtYWktaW50by1zb2x2aW5nLWNhcHRjaGEvYW1wLw?oc=5,2023-10-02,Ars Technica,US,en,dead grandma locket request tricks bing chats ai into solving security puzzle  ars technica,79,15,Monday,10,2023,4,False,False,Blog,https://arstechnica.com/information-technology/2023/10/sob-story-about-dead-grandma-tricks-microsoft-ai-into-solving-captcha/,arstechnica.com,arstechnica,5,com,125,['Benj Edwards'],-0.2,0.4,-0.25,negative,Bing Chat is an AI chat
European Commission checks AI chip market for stifled competition - The Register,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzEwLzAyL2VjX2NvbXBldGl0aW9uX2FpL9IBPWh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS9BTVAvMjAyMy8xMC8wMi9lY19jb21wZXRpdGlvbl9haS8?oc=5,2023-10-02,The Register,US,en,european commission checks ai chip market for stifled competition  the register,69,12,Monday,10,2023,4,False,False,News Outlet,https://www.theregister.com/2023/10/02/ec_competition_ai/,www.theregister.com,www,5,com,57,['Dan Robinson'],0.0,0.0,-0.34,negative,0
Fuming Tom Hanks says he had nothing to do with that AI dental ad clone of him - The Register,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzEwLzAyL3RvbV9oYW5rc19haV9hZHZlcnQv0gE_aHR0cHM6Ly93d3cudGhlcmVnaXN0ZXIuY29tL0FNUC8yMDIzLzEwLzAyL3RvbV9oYW5rc19haV9hZHZlcnQv?oc=5,2023-10-02,The Register,US,en,fuming tom hanks says he had nothing to do with that ai dental ad clone of him  the register,74,20,Monday,10,2023,4,False,False,News Outlet,https://www.theregister.com/2023/10/02/tom_hanks_ai_advert/,www.theregister.com,www,5,com,59,['Katyanna Quach'],0.0,0.0,-0.5719,negative,0
Laser Cutting Machines and AI : The Synergy Ushering in a New ... - Medium,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vbWVkaXVtLmNvbS9AYWRlbHN0ZWluL2xhc2VyLWN1dHRpbmctbWFjaGluZXMtYW5kLWFpLXRoZS1zeW5lcmd5LXVzaGVyaW5nLWluLWEtbmV3LWluZHVzdHJpYWwtZXJhLWRmMjhmMzZhMTViMtIBAA?oc=5,2023-10-02,Medium,US,en,laser cutting machines and ai  the synergy ushering in a new   medium,60,15,Monday,10,2023,4,False,False,Blog,https://medium.com/@adelstein/laser-cutting-machines-and-ai-the-synergy-ushering-in-a-new-industrial-era-df28f36a15b2,medium.com,medium,2,com,117,['Leon Adelstein'],-0.2318181818181818,0.6772727272727272,-0.128,negative,Fusion of laser cutting technology with
"Focus on Metaverse, Gen AI result of rising demand: Tech Mahindra's Purohit | Mint - Mint",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS90ZWNobm9sb2d5L2ZvY3VzLW9uLW1ldGF2ZXJzZS1nZW4tYWktcmVzdWx0LW9mLXJpc2luZy1kZW1hbmQtMTE2OTYyNjUwMjU1MTIuaHRtbNIBbWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS90ZWNobm9sb2d5L2ZvY3VzLW9uLW1ldGF2ZXJzZS1nZW4tYWktcmVzdWx0LW9mLXJpc2luZy1kZW1hbmQvYW1wLTExNjk2MjY1MDI1NTEyLmh0bWw?oc=5,2023-10-02,Mint,US,en,focus on metaverse gen ai result of rising demand tech mahindras purohit  mint  mint,74,16,Monday,10,2023,4,False,False,News Outlet,https://www.livemint.com/technology/focus-on-metaverse-gen-ai-result-of-rising-demand-11696265025512.html,www.livemint.com,www,2,com,105,['Sohini Bagchi'],0.0,0.0,-0.128,negative,Tech Mahindra is betting on
The Alarming Way Microsoft and OpenAI Want to Power AI Chatbots - The Daily Beast,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnRoZWRhaWx5YmVhc3QuY29tL3RoZS1hbGFybWluZy13YXktbWljcm9zb2Z0LWFuZC1vcGVuYWktd2FudC10by1wb3dlci1haS1jaGF0Ym90c9IBAA?oc=5,2023-10-02,The Daily Beast,US,en,the alarming way microsoft and openai want to power ai chatbots  the daily beast,67,15,Monday,10,2023,4,False,False,News Outlet,https://www.thedailybeast.com/the-alarming-way-microsoft-and-openai-want-to-power-ai-chatbots,www.thedailybeast.com,www,1,com,93,"['Tony Ho Tran', 'Senior Editor', 'Innovation']",-0.05,0.3,-0.0516,negative,Chatbots use a lot of energy
Flows into AI funds wane as US rate worries weigh - Yahoo Finance,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9mbG93cy1haS1mdW5kcy13YW5lLXVzLTE1NDcyNjIzMC5odG1s0gFMaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3MvZmxvd3MtYWktZnVuZHMtd2FuZS11cy0xNTQ3MjYyMzAuaHRtbA?oc=5,2023-10-02,Yahoo Finance,US,en,flows into ai funds wane as us rate worries weigh  yahoo finance,53,13,Monday,10,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/flows-ai-funds-wane-us-154726230.html,finance.yahoo.com,finance,2,com,68,['Bansari Mayur Kamdar'],0.0,0.0,-0.4215,negative,0
AI Anxiety' Is on the Rise--Here's How to Manage It - Scientific American,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9haS1hbnhpZXR5LWlzLW9uLXRoZS1yaXNlLWhlcmVzLWhvdy10by1tYW5hZ2UtaXQv0gEA?oc=5,2023-10-02,Scientific American,US,en,ai anxiety is on the riseheres how to manage it  scientific american,62,13,Monday,10,2023,4,False,False,Other,https://www.scientificamerican.com/article/ai-anxiety-is-on-the-rise-heres-how-to-manage-it/,www.scientificamerican.com,www,3,com,92,['Lauren Leffer'],0.0,0.0,-0.1779,negative,0
Trust-busters come for AI's building blocks - POLITICO,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnBvbGl0aWNvLmNvbS9uZXdzbGV0dGVycy9kaWdpdGFsLWZ1dHVyZS1kYWlseS8yMDIzLzEwLzAyL3RydXN0LWJ1c3RlcnMtY29tZS1mb3ItYWlzLWJ1aWxkaW5nLWJsb2Nrcy0wMDExOTUyNtIBAA?oc=5,2023-10-02,POLITICO,US,en,trustbusters come for ais building blocks  politico,47,8,Monday,10,2023,4,False,False,Other,https://www.politico.com/newsletters/digital-future-daily/2023/10/02/trust-busters-come-for-ais-building-blocks-00119526,www.politico.com,www,6,com,120,['Follow Us On Twitter'],0.0,0.0,-0.2263,negative,0
AI-generated content is making harder to tell what’s real and what’s fake - KCRG,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmtjcmcuY29tLzIwMjMvMTAvMDMvYWktZ2VuZXJhdGVkLWNvbnRlbnQtaXMtbWFraW5nLWhhcmRlci10ZWxsLXdoYXRzLXJlYWwtd2hhdHMtZmFrZS_SAXBodHRwczovL3d3dy5rY3JnLmNvbS8yMDIzLzEwLzAzL2FpLWdlbmVyYXRlZC1jb250ZW50LWlzLW1ha2luZy1oYXJkZXItdGVsbC13aGF0cy1yZWFsLXdoYXRzLWZha2UvP291dHB1dFR5cGU9YW1w?oc=5,2023-10-02,KCRG,US,en,aigenerated content is making harder to tell whats real and whats fake  kcrg,67,14,Monday,10,2023,4,False,False,Other,https://www.kcrg.com/2023/10/03/ai-generated-content-is-making-harder-tell-whats-real-whats-fake/,www.kcrg.com,www,5,com,97,[],-0.1333333333333333,0.4333333333333333,-0.4767,negative,Videos that look and sound like
NIPR Summit and ‘threat’ of Artificial Intelligence in PR - Vanguard,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnZhbmd1YXJkbmdyLmNvbS8yMDIzLzEwL25pcHItc3VtbWl0LWFuZC10aHJlYXQtb2YtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtaW4tcHIv0gFgaHR0cHM6Ly93d3cudmFuZ3VhcmRuZ3IuY29tLzIwMjMvMTAvbmlwci1zdW1taXQtYW5kLXRocmVhdC1vZi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1pbi1wci9hbXAv?oc=5,2023-10-02,Vanguard,US,en,nipr summit and threat of artificial intelligence in pr  vanguard,58,11,Monday,10,2023,4,False,False,Other,https://www.vanguardngr.com/2023/10/nipr-summit-and-threat-of-artificial-intelligence-in-pr/,www.vanguardngr.com,www,4,com,92,[],-0.6,1.0,-0.0772,negative,0
Robin Williams' Daughter Against AI Recreations of His Voice - Vulture,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnZ1bHR1cmUuY29tLzIwMjMvMTAvc2FnLWFmdHJhLWFtcHRwLXJvYmluLXdpbGxpYW1zLWRhdWdodGVyLWFpLmh0bWzSAQA?oc=5,2023-10-02,Vulture,US,en,robin williams daughter against ai recreations of his voice  vulture,60,11,Monday,10,2023,4,False,False,Other,https://www.vulture.com/2023/10/sag-aftra-amptp-robin-williams-daughter-ai.html,www.vulture.com,www,3,com,79,"['Bethy Squires', 'A Vulture News Blogger Who Covers Comedy']",0.0,0.0,-0.4588,negative,SAG-AFTRA and
AI disinformation is a threat to elections - HT Tech,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vdGVjaC9uZXdzL2FpLWRpc2luZm9ybWF0aW9uLWlzLWEtdGhyZWF0LXRvLWVsZWN0aW9ucy03MTY5NjE1OTAxNjA4Ni5odG1s0gFsaHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL2FpLWRpc2luZm9ybWF0aW9uLWlzLWEtdGhyZWF0LXRvLWVsZWN0aW9ucy03MTY5NjE1OTAxNjA4Ni5odG1s?oc=5,2023-10-02,HT Tech,US,en,ai disinformation is a threat to elections  ht tech,43,10,Monday,10,2023,4,False,False,Blog,https://tech.hindustantimes.com/tech/news/ai-disinformation-is-a-threat-to-elections-71696159016086.html,tech.hindustantimes.com,tech,3,com,104,[],0.0,0.0,-0.5267,negative,Election season will soon be in
Spotify CEO Daniel Ek warns laws trying to regulate AI would quickly become obsolete - Fortune,https://news.google.com/rss/articles/CBMicmh0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTAvMDIvc3BvdGlmeS1jZW8tZGFuaWVsLWVrLXdhcm5zLWxhd3MtdHJ5aW5nLXJlZ3VsYXRlLWFpLXF1aWNrbHktYmVjb21lLW9ic29sZXRlL9IBdmh0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTAvMDIvc3BvdGlmeS1jZW8tZGFuaWVsLWVrLXdhcm5zLWxhd3MtdHJ5aW5nLXJlZ3VsYXRlLWFpLXF1aWNrbHktYmVjb21lLW9ic29sZXRlL2FtcC8?oc=5,2023-10-02,Fortune,US,en,spotify ceo daniel ek warns laws trying to regulate ai would quickly become obsolete  fortune,79,16,Monday,10,2023,4,False,False,News Outlet,https://fortune.com/europe/2023/10/02/spotify-ceo-daniel-ek-warns-laws-trying-regulate-ai-quickly-become-obsolete/,fortune.com,fortune,6,com,114,[],0.3333333333333333,0.5,-0.3818,negative,Spotify CEO Daniel Ek says laws
Generative AI Hasn't Lived Up to Its Potential -- Yet - No Jitter,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lm5vaml0dGVyLmNvbS9haS1zcGVlY2gtdGVjaG5vbG9naWVzL2dlbmVyYXRpdmUtYWktaGFzbiVFMiU4MCU5OXQtbGl2ZWQtaXRzLXBvdGVudGlhbC15ZXTSAQA?oc=5,2023-10-02,No Jitter,US,en,generative ai hasnt lived up to its potential  yet  no jitter,53,13,Monday,10,2023,4,False,False,Other,https://www.nojitter.com/ai-speech-technologies/generative-ai-hasn%E2%80%99t-lived-its-potential-yet,www.nojitter.com,www,2,com,100,[],0.0,1.0,-0.296,negative,Generative AI has been the main
