title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
Vast majority of Canadians fearful of how artificial intelligence will ... - North Shore News,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5uc25ld3MuY29tL2Vjb25vbXktbGF3LXBvbGl0aWNzL21vcmUtdGhhbi10aHJlZS1xdWFydGVycy1vZi1jYW5hZGlhbnMtd29ycnktYWktd2lsbC10YWtlLXRoZWlyLWpvYi1wb2xsLXNob3dzLTc2NTQyNzDSAQA?oc=5,2023-10-10,North Shore News,US,en,vast majority of canadians fearful of how artificial intelligence will   north shore news,79,15,Tuesday,10,2023,4,False,False,News Outlet,https://www.nsnews.com/economy-law-politics/more-than-three-quarters-of-canadians-worry-ai-will-take-their-job-poll-shows-7654270,www.nsnews.com,www,2,com,129,['Vithun Khamsong Moment Getty Images'],-0.0258,negative,"Research Co. and Glacier Media asked Canadians about AI. For two in five Canadians, AI represents an opportunity, while 46 per cent perceive it as a threat. Sizable proportions of Canadians are “very” or “moderately” concerned about three scenarios."
Meta's new AI dating coach doesn't want to chat about sex - indy100,https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LmluZHkxMDAuY29tL3NjaWVuY2UtdGVjaC9tZXRhLWFpLWRhdGluZy1zZXjSAQA?oc=5,2023-10-10,indy100,US,en,metas new ai dating coach doesnt want to chat about sex  indy,55,13,Tuesday,10,2023,4,False,False,Other,https://www.indy100.com/science-tech/meta-ai-dating-sex,www.indy100.com,www,2,com,55,['Alex Daniel'],-0.0572,negative,"The chatbot, called ‘Carter’, is one of a handful of AI applications Meta released onto its Messenger and Instagram platforms last week. The AI “practical dating coach” tends to avoid answering questions it thinks are too sexually explicit, and sometimes even passes judgement on the person asking them."
Is AI a retail game-changer or just a card trick? - BusinessCloud,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vYnVzaW5lc3NjbG91ZC5jby51ay9uZXdzL2lzLWFpLWEtcmV0YWlsLWdhbWUtY2hhbmdlci1vci1qdXN0LWEtY2FyZC10cmljay_SAQA?oc=5,2023-10-10,BusinessCloud,US,en,is ai a retail gamechanger or just a card trick  businesscloud,54,12,Tuesday,10,2023,4,False,False,News Outlet,https://businesscloud.co.uk/news/is-ai-a-retail-game-changer-or-just-a-card-trick/,businesscloud.co.uk,businesscloud,3,uk,82,['Jonathan Symcox'],-0.0516,negative,"Retailers are grasping on to AI enthusiastically, but must do so in a cohesive way. There’s an inherent conflict between AI and human merchandisers, says André Brown, CEO of Advanced Commerce. “AI does not solve strategy issues. You have to start with the right strategy and then use the data correctly to help you optimise that,” says Dropit COO Stuart Ford."
1 Warren Buffett AI Stock Is Down 31% -- Is It Time to Buy? - The Motley Fool,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIzLzEwLzEwLzEtd2FycmVuLWJ1ZmZldHQtYWktc3RvY2staXMtZG93bi0zMS1pcy1pdC10aW1lLXRvL9IBAA?oc=5,2023-10-10,The Motley Fool,US,en, warren buffett ai stock is down   is it time to buy  the motley fool,60,18,Tuesday,10,2023,4,False,False,Blog,https://www.fool.com/investing/2023/10/10/1-warren-buffett-ai-stock-is-down-31-is-it-time-to/,www.fool.com,www,6,com,93,['Jeremy Bowman'],-0.4404,negative,"Amazon (AMZN) is making big moves in artificial intelligence. The stock is also trading at a significant discount, down 31% from its peak in 2021. Berkshire Hathaway (BRK.A 0.69%) owns a number of AI stocks, including Amazon."
How to Help Students Avoid Getting Duped Online — and by AI ... - EdSurge,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmVkc3VyZ2UuY29tL25ld3MvMjAyMy0xMC0xMC1ob3ctdG8taGVscC1zdHVkZW50cy1hdm9pZC1nZXR0aW5nLWR1cGVkLW9ubGluZS1hbmQtYnktYWktY2hhdGJvdHPSAQA?oc=5,2023-10-10,EdSurge,US,en,how to help students avoid getting duped online  and by ai   edsurge,59,15,Tuesday,10,2023,4,False,False,Other,https://www.edsurge.com/news/2023-10-10-how-to-help-students-avoid-getting-duped-online-and-by-ai-chatbots,www.edsurge.com,www,2,com,106,[],-0.3182,negative,summarize:    “I’ll be in touch with you soon.”  “What’s next?” you ask. “I want to know where you’re going.’ ““What do you want to do?’” “Tell me what you think.“” I’d like to hear from you. What do you think?�
"Hackers using AI to increase cyber attacks, in this week's R&D ... - R&D World",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnJkd29ybGRvbmxpbmUuY29tL2hhY2tlcnMtdXNpbmctYWktdG8taW5jcmVhc2UtY3liZXItYXR0YWNrcy1pbi10aGlzLXdlZWtzLXJkLXBvd2VyLWluZGV4L9IBAA?oc=5,2023-10-10,R&D World,US,en,hackers using ai to increase cyber attacks in this weeks rd   rd world,64,15,Tuesday,10,2023,4,False,False,Other,https://www.rdworldonline.com/hackers-using-ai-to-increase-cyber-attacks-in-this-weeks-rd-power-index/,www.rdworldonline.com,www,2,com,102,['Tim Studt'],-0.1531,negative,0
Warning AI industry could use as much energy as the Netherlands - BBC.com,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy90ZWNobm9sb2d5LTY3MDUzMTM50gEwaHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3RlY2hub2xvZ3ktNjcwNTMxMzkuYW1w?oc=5,2023-10-10,BBC.com,US,en,warning ai industry could use as much energy as the netherlands  bbccom,61,13,Tuesday,10,2023,4,False,False,Broadcast Media,https://www.bbc.com/news/technology-67053139,www.bbc.com,www,2,com,44,[],-0.0772,negative,summarize:    “I’ll be in touch with you soon.”  “What’s next?” you ask. “I want to know where you’re going.’ ““What do you want to do?’” “Tell me what you think.“” I’d like to hear from you. What do you think?�
"Rogue AI will learn to ‘manipulate people’ to stop it from being switched off, predicts British ‘Godfather of AI’ - Fortune",https://news.google.com/rss/articles/CBMie2h0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTAvMTAvcm9ndWUtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtbWFuaXB1bGF0ZS1wZW9wbGUtYnJpdGlzaC1nb2RmYXRoZXItYWktZ2VvZmZyZXktaGludG9uL9IBf2h0dHBzOi8vZm9ydHVuZS5jb20vZXVyb3BlLzIwMjMvMTAvMTAvcm9ndWUtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtbWFuaXB1bGF0ZS1wZW9wbGUtYnJpdGlzaC1nb2RmYXRoZXItYWktZ2VvZmZyZXktaGludG9uL2FtcC8?oc=5,2023-10-10,Fortune,US,en,rogue ai will learn to manipulate people to stop it from being switched off predicts british godfather of ai  fortune,103,21,Tuesday,10,2023,4,False,False,News Outlet,https://fortune.com/europe/2023/10/10/rogue-artificial-intelligence-manipulate-people-british-godfather-ai-geoffrey-hinton/,fortune.com,fortune,6,com,123,[],-0.296,negative,"Geoffrey Hinton, a former AI engineer at Google, told 60 Minutes he expected artificial intelligence to become self-aware in time. Hinton quit his role at Google in May to speak out against the growing risks of the technology and lobby for safeguards."
Midjourney vs Stable Diffusion: The Battle of AI Image Generators - Unite.AI,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnVuaXRlLmFpL21pZGpvdXJuZXktdnMtc3RhYmxlLWRpZmZ1c2lvbi10aGUtYmF0dGxlLW9mLWFpLWltYWdlLWdlbmVyYXRvcnMv0gEA?oc=5,2023-10-10,Unite.AI,US,en,midjourney vs stable diffusion the battle of ai image generators  uniteai,65,12,Tuesday,10,2023,4,False,False,News Outlet,https://www.unite.ai/midjourney-vs-stable-diffusion-the-battle-of-ai-image-generators/,www.unite.ai,www,2,ai,86,['Haziqa Sajid'],-0.1027,negative,"Two of the most popular and powerful AI image generation tools are Midjourney and Stable Diffusion. Both tools have unique strengths and weaknesses, making them suitable for different use cases. According to Global Market Insights, the AI image generator market will reach approximately $944 million by 2032, compared to $213.8 million in 2022."
IDC: AI is a solution for a PC industry with a sales problem - The Register,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnRoZXJlZ2lzdGVyLmNvbS8yMDIzLzEwLzEwL2lkY19wY19zaGlwbWVudHNfc2lua19xM18yMDIzX2FpX3RvX3Jlc2N1ZS_SAVZodHRwczovL3d3dy50aGVyZWdpc3Rlci5jb20vQU1QLzIwMjMvMTAvMTAvaWRjX3BjX3NoaXBtZW50c19zaW5rX3EzXzIwMjNfYWlfdG9fcmVzY3VlLw?oc=5,2023-10-10,The Register,US,en,idc ai is a solution for a pc industry with a sales problem  the register,60,16,Tuesday,10,2023,4,False,False,News Outlet,https://www.theregister.com/2023/10/10/idc_pc_shipments_sink_q3_2023_ai_to_rescue/,www.theregister.com,www,5,com,82,['Paul Kunert'],-0.1027,negative,0
"AI, social media threaten democracies with misinformation flood - Axios",https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIzLzEwLzEwL21pc2luZm9ybWF0aW9uLWFpLWRlbW9jcmFjeS10aXBwaW5nLXBvaW50LWVsZWN0aW9uc9IBAA?oc=5,2023-10-10,Axios,US,en,ai social media threaten democracies with misinformation flood  axios,62,10,Tuesday,10,2023,4,False,False,Other,https://www.axios.com/2023/10/10/misinformation-ai-democracy-tipping-point-elections,www.axios.com,www,4,com,84,[],-0.5994,negative,0
